4419-8043;0:0,1:3,2:4,5:2,6:5,7:6;3:1-4:1,7 P54823,Q3UFB7,P12023,Q3KNM2,P70372,Q91XD8,Q61510,P62259,Q80V62,P70196 D3ZD73,P35739,P08592,B0BNF6,B5DF91,Q499U1,D4A9N5,P62260,A0A0G2K5U0,B5DF45
6557-8044;0:2,1:0,3:1,4:4,5:5,6:6;2:7 Q3UFB7,Q9D1D4,Q9JJQ0,P12023,Q80V62,P70372,Q61510,P62259,Q80XL7,P20029 P35739,Q63584,D3ZYY8,P08592,A0A0G2K5U0,B5DF91,D4A9N5,P62260,B1WC86,P06761
4419-6667;1:5,2:3,4:2,5:1,6:6,7:7;0:0-3:4 Q80V62,Q5SRY7,Q9ERZ3,Q61510,P12023,Q99LV7,P70372,P62259,Q3UFB7,P23804 A0A0G2K5U0,D3ZXC6,P08483,D4A9N5,P08592,F1LRM6,B5DF91,P62260,P35739,A0A0G2JVC1
6585-7155;0:0,1:2,3:1,4:5,5:4,6:6;7:3 Q3UFB7,P01108,Q61462,P12023,Q80V62,P70372,P05627,P62259,Q61510,P63001 P35739,P09416,Q62737,P08592,A0A0G2K5U0,B5DF91,P17325,P62260,D4A9N5,Q6RUV5
4419-6169;0:1,2:3,3:7,4:2,5:0,6:6;7:4,5 Q8K0U3,P62259,Q3UFB7,Q61510,P60710,P12023,Q8BJM5,P70372,P05627,Q80V62 Q5HZE5,P62260,P35739,D4A9N5,P60711,P08592,B2RZA8,B5DF91,P17325,A0A0G2K5U0
6554-8044;0:3,1:1,4:5,5:4,6:6,7:2;2:0-3:0 Q3UFB7,P68510,Q8BJM5,P12023,P70372,Q61510,P62259,Q8K0U3,Q80V62,P60710 P35739,P68511,B2RZA8,P08592,B5DF91,D4A9N5,P62260,Q5HZE5,A0A0G2K5U0,P60711
4165-6554;0:7,2:5,4:1,5:2,6:4,7:0;1:3,6-3:6 Q3UFB7,P60710,Q8K0U3,Q61510,P12023,Q80V62,P70372,Q8BJM5,P68510,P62259 P35739,P60711,Q5HZE5,D4A9N5,P08592,A0A0G2K5U0,B5DF91,B2RZA8,P68511,P62260
6585-7157;0:0,1:2,3:1,4:5,5:4,6:6;2:7-7:3 Q3UFB7,P01108,Q8BRC6,P12023,Q80V62,P70372,Q61510,P62259,P05627,P25911 P35739,P09416,D3ZBC9,P08592,A0A0G2K5U0,B5DF91,D4A9N5,P62260,P17325,Q07014
6554-6582;0:0,1:1,2:2,3:3,4:4,6:6;5:5 P05627,A2ANY6,Q8R2G4,P12023,Q3UFB7,Q80V62,P70372,P62259,Q61510,P28867 P17325,A0A0G2K9L9,Q6AYJ9,P08592,P35739,A0A0G2K5U0,B5DF91,P62260,D4A9N5,A0A140UHX0
6555-7142;0:0,1:2,3:1,4:5,5:4,6:6; Q80V62,Q9R0L6,Q9Z2C9,P12023,Q3UFB7,P70372,P05627,P62259,Q61510,P97477 A0A0G2K5U0,A0A0G2K0X1,A0A0G2K1P1,P08592,P35739,B5DF91,P17325,P62260,D4A9N5,Q3MHU2
6583-7167;0:0,1:2,2:1,4:5,5:4,6:6;3:7 Q80V62,P32883,O88933,P12023,Q3UFB7,P70372,P05627,P62259,Q61510,Q9CQN1 A0A0G2K5U0,P08644,M0R8Z6,P08592,P35739,B5DF91,P17325,P62260,D4A9N5,Q5XHZ0
4419-6671;0:0,1:5,2:3,5:1,6:6,7:7;3:2,4-4:2,4 P14602,Q80V62,P12023,Q8K3I9,P70372,D3Z6S9,Q61510,P62259,Q3UFB7,Q6P5F9 G3V913,A0A0G2K5U0,P08592,B2RYK0,B5DF91,A0A0H2UHL0,D4A9N5,P62260,P35739,Q80U96
6554-6671;0:1,1:2,3:0,4:6,5:4,6:7;2:5 Q3UFB7,Q9R117,Q9CZB2,P12023,Q80V62,P70372,Q61510,P62259,P05627,A2ACM0 P35739,D3ZD03,D3ZED8,P08592,A0A0G2K5U0,B5DF91,D4A9N5,P62260,P17325,D3ZDU2
6671-7145;1:0,2:2,3:3,4:4,6:5,7:6;0:1 Q80V62,P54841,P59267,P12023,Q61510,P05627,P70372,P62259,Q3UFB7,Q62108 A0A0G2K5U0,P54842,Q9JKR5,P08592,D4A9N5,P17325,B5DF91,P62260,P35739,P31016
4419-7145;2:3,3:7,4:2,5:0,6:5,7:6;0:1-1:4 Q3UFB7,P54841,Q61510,Q62108,P12023,P59267,P70372,P62259,Q80V62,P05627 P35739,P54842,D4A9N5,P31016,P08592,Q9JKR5,B5DF91,P62260,A0A0G2K5U0,P17325
4419-6671;1:5,2:3,4:2,5:1,6:6,7:7;0:0-3:4 Q80V62,Q62108,P54841,Q61510,P12023,P59267,P70372,P62259,Q3UFB7,P05627 A0A0G2K5U0,P31016,P54842,D4A9N5,P08592,Q9JKR5,B5DF91,P62260,P35739,P17325
2827-8043;1:2,3:0,4:5,5:3,6:4,7:6;0:1,7-2:7 Q3UFB7,P02340,A4UUI3,P12023,Q61510,P70434,P70372,P62259,Q80V62,P70196 P35739,P10361,F1LVN3,P08592,D4A9N5,F7FGY2,B5DF91,P62260,A0A0G2K5U0,B5DF45
6579-6673;0:1,1:2,2:0,4:6,5:3,6:7;3:5-7:4 Q3UFB7,P61965,Q9CXI3,P12023,Q80V62,P70372,Q61510,P62259,P05627,P67871 P35739,Q498M4,G3V9S5,P08592,A0A0G2K5U0,B5DF91,D4A9N5,P62260,P17325,P67874
6557-7167;0:0,1:2,3:1,4:5,5:4,6:6; Q80V62,P67871,Q9CXI3,P12023,Q3UFB7,P70372,P05627,P62259,Q61510,P61965 A0A0G2K5U0,P67874,G3V9S5,P08592,P35739,B5DF91,P17325,P62260,D4A9N5,Q498M4
6156-7143;0:0,1:1,2:2,3:3,4:4,6:5;5:6,7-7:6 Q3UFB7,P67871,Q9CXI3,Q80V62,P12023,Q61510,P05627,P70372,P62259,P61965 P35739,P67874,G3V9S5,A0A0G2K5U0,P08592,D4A9N5,P17325,B5DF91,P62260,Q498M4
4229-6671;0:1,1:2,3:6,4:0,5:3,6:7;7:5 Q9JLV1,O88697,A0A0U1RNG7,P12023,P70372,Q80V62,Q61510,P62259,P05627,Q60722 Q5U2U8,P57760,F1M0C4,P08592,B5DF91,A0A0G2K5U0,D4A9N5,P62260,P17325,A0A0G2JWU7
3799-6554;0:0,2:3,4:4,5:6,6:1,7:7;1:5-3:5 P97477,Q61510,Q3UN58,Q80V62,P70372,P62259,P12023,Q61080,Q3UFB7,P05627 Q3MHU2,D4A9N5,D4AAA5,A0A0G2K5U0,B5DF91,P62260,P08592,M0R8R8,P35739,P17325
7154-7169;0:0,2:2,3:4,4:3,5:5,6:6;1:1,7-7:1,7 Q80V62,Q8BVQ9,Q8BU14,P12023,Q61510,P05627,P70372,P62259,Q3UFB7,Q60631 A0A0G2K5U0,G3V7L6,Q7TP42,P08592,D4A9N5,P17325,B5DF91,P62260,P35739,P62994
2827-4067;0:5,1:0,3:4,4:2,5:7,6:6;7:1,3 P02340,P62259,Q80V62,Q8C428,P12023,Q61510,Q9Z0F4,P70372,Q3UFB7,P31750 P10361,P62260,A0A0G2K5U0,D3ZJC3,P08592,D4A9N5,Q9R010,B5DF91,P35739,P47196
6554-6667;0:1,2:2,4:3,5:6,6:7,7:5;1:0-3:0 Q80V62,Q07832,O08705,P12023,Q61510,P70372,P62259,Q9CQI4,Q3UFB7,P63087 A0A0G2K5U0,A0A140TAD2,P26435,P08592,D4A9N5,B5DF91,P62260,F1LQ29,P35739,P63088
6667-8148;0:2,1:1,3:0,5:4,6:6,7:7;2:5 P12023,P63087,Q80V62,O08705,Q61510,Q9CQI4,P70372,P62259,Q3UFB7,Q07832 P08592,P63088,A0A0G2K5U0,P26435,D4A9N5,F1LQ29,B5DF91,P62260,P35739,A0A140TAD2
2348-4350;0:5,2:2,4:0,5:7,6:6,7:1; O08992,P12023,Q91Y21,Q80V62,Q61510,P62259,P70372,Q91XX8,Q64010,Q3UFB7 Q9JI92,P08592,E9PSN7,A0A0G2K5U0,D4A9N5,P62260,B5DF91,D3ZUH3,Q63768,P35739
6555-7154;0:0,1:2,2:1,4:5,5:4,6:6; Q80V62,P16045,Q8VHF2,P12023,Q3UFB7,P70372,Q61510,P62259,P05627,Q9EPK7 A0A0G2K5U0,P11762,Q9JIK1,P08592,P35739,B5DF91,D4A9N5,P62260,P17325,A0A0G2JWA3
6555-6671;0:1,1:2,3:0,4:6,5:3,6:7;2:5 Q3UFB7,P16045,Q8VHF2,P12023,Q80V62,P70372,P05627,P62259,Q61510,Q9EPK7 P35739,P11762,Q9JIK1,P08592,A0A0G2K5U0,B5DF91,P17325,P62260,D4A9N5,A0A0G2JWA3
6673-7166;0:2,1:0,2:1,3:5,6:3,7:6;4:4 Q6P5F9,Q91YI4,P12023,P55095,Q3UFB7,P70372,Q61510,P62259,P05627,F6RPJ9 Q80U96,P29067,P08592,G3V6P5,P35739,B5DF91,D4A9N5,P62260,P17325,P35559
7157-7157;0:0,2:2,3:4,4:3,5:5,6:6;1:1,7 Q80V62,Q921E6,Q9CQ25,P12023,P05627,Q61510,P70372,P62259,Q3UFB7,P68510 A0A0G2K5U0,B5DF02,D4AA02,P08592,P17325,D4A9N5,B5DF91,P62260,P35739,P68511
6559-7157;0:0,1:2,3:1,4:5,5:4,6:6;2:7-7:3 Q3UFB7,Q921E6,Q9CQ25,P12023,Q80V62,P70372,P05627,P62259,Q61510,P68510 P35739,B5DF02,D4AA02,P08592,A0A0G2K5U0,B5DF91,P17325,P62260,D4A9N5,P68511
6554-6578;0:0,2:2,3:3,4:6,6:4,7:7;1:1,5-5:1,5 P12023,P05627,Q14DH7,Q80V62,Q3UFB7,P70372,P62259,Q8CFE2,P23804,Q61510 P08592,P17325,A0A0G2K047,A0A0G2K5U0,P35739,B5DF91,P62260,D3ZMN2,A0A0G2JVC1,D4A9N5
6556-6558;0:0,1:2,2:5,3:1,5:3,6:6;4:4 P70372,O88342,P0C7N9,P12023,Q80V62,Q3UFB7,Q61510,P62259,P01108,P59941 B5DF91,Q5RKI0,B2RZB8,P08592,A0A0G2K5U0,P35739,D4A9N5,P62260,P09416,Q4FZY2
6579-7155;0:0,1:2,3:1,4:5,5:3,6:6;2:7 Q80V62,P49817,P97321,P12023,Q3UFB7,P70372,P05627,P62259,Q61510,Q7TMY8 A0A0G2K5U0,Q2IBC6,F1LMH7,P08592,P35739,B5DF91,P17325,P62260,D4A9N5,A0A0G2JVW5
7145-7155;0:0,2:2,3:3,4:4,5:5,6:6;1:1,7-7:7 Q3UFB7,P60521,Q8BZP8,P12023,Q61510,P05627,P70372,P62259,Q80V62,P80314 P35739,P60522,A0A0H2UHN0,P08592,D4A9N5,P17325,B5DF91,P62260,A0A0G2K5U0,Q5XIM9
6559-7156;0:0,1:2,3:1,4:5,5:3,6:6;7:7 Q80V62,Q60838,Q8BZL8,P12023,Q3UFB7,P70372,Q61510,P62259,P05627,Q6AXB7 A0A0G2K5U0,D3ZB71,M0R4L0,P08592,P35739,B5DF91,D4A9N5,P62260,P17325,Q80WE1
6560-6671;0:1,1:2,3:0,4:6,5:4,6:7; Q80V62,Q6AXB7,Q9Z1D7,P12023,Q3UFB7,P70372,P05627,P62259,Q61510,P63166 A0A0G2K5U0,Q80WE1,A0A0G2K4Z9,P08592,P35739,B5DF91,P17325,P62260,D4A9N5,Q5I0H3
6157-6671;0:1,1:0,2:2,3:3,4:4,6:6;5:7 Q3UFB7,Q6AXB7,Q9Z1D7,Q80V62,P12023,Q61510,P05627,P70372,P63166,P62259 P35739,Q80WE1,A0A0G2K4Z9,A0A0G2K5U0,P08592,D4A9N5,P17325,B5DF91,Q5I0H3,P62260
6671-7145;1:0,2:2,3:3,4:4,6:5,7:6;0:1-5:7 Q80V62,P59178,P17012,P12023,P05627,Q61510,P70372,P62259,Q3UFB7,Q9CQJ4 A0A0G2K5U0,Q3MIF2,A0A096MJV6,P08592,P17325,D4A9N5,B5DF91,P62260,P35739,Q4KLY4
6557-7142;0:0,1:2,3:1,4:5,5:3,6:6;7:4 Q80V62,O08795,Q8BH65,P12023,Q3UFB7,P70372,P05627,P62259,Q61510,Q62312 A0A0G2K5U0,B1WC34,D4A544,P08592,P35739,B5DF91,P17325,P62260,D4A9N5,P38438
4067-4419;0:1,2:6,4:0,5:4,6:2,7:5;1:3,7-3:7 Q3UFB7,P31750,Q9CRC3,Q61510,P12023,Q80V62,P70372,Q9Z120,P54823,P62259 P35739,P47196,Q505I4,D4A9N5,P08592,A0A0G2K5U0,B5DF91,M0R637,D3ZD73,P62260
6579-7157;0:0,1:2,2:1,4:5,5:4,6:6;7:3 Q3UFB7,Q9CZN7,A2A9C3,P12023,Q80V62,P70372,Q61510,P62259,P05627,Q921E6 P35739,Q5U3Z7,D3ZUQ8,P08592,A0A0G2K5U0,B5DF91,D4A9N5,P62260,P17325,B5DF02
6559-7167;0:0,1:2,2:1,4:5,5:4,6:6;7:3 Q80V62,Q921E6,A2A9C3,P12023,Q3UFB7,P70372,P05627,P62259,Q61510,Q9CZN7 A0A0G2K5U0,B5DF02,D3ZUQ8,P08592,P35739,B5DF91,P17325,P62260,D4A9N5,Q5U3Z7
6157-7143;0:0,2:2,3:4,4:3,5:1,6:5;1:6,7-7:6 Q3UFB7,Q921E6,A2A9C3,P12023,P05627,Q61510,Q80V62,P70372,P62259,Q9CZN7 P35739,B5DF02,D3ZUQ8,P08592,P17325,D4A9N5,A0A0G2K5U0,B5DF91,P62260,Q5U3Z7
6585-6708;0:1,1:2,3:0,4:6,5:3,6:7;7:4,5 Q3UFB7,P01108,Q6P3B9,P12023,Q80V62,P70372,Q61510,P62259,P05627,Q923E4 P35739,P09416,A0A0G2K1B0,P08592,A0A0G2K5U0,B5DF91,D4A9N5,P62260,P17325,A0A182DWI7
6559-7155;0:0,1:2,2:1,4:5,5:4,6:6;3:7 Q3UFB7,Q9WTX6,Q9QXA6,P12023,Q80V62,P70372,Q61510,P62259,P05627,P14602 P35739,B1WBY1,P82252,P08592,A0A0G2K5U0,B5DF91,D4A9N5,P62260,P17325,G3V913
7154-7155;0:0,2:2,3:3,4:4,5:5,6:6;1:1,7-7:1,7 Q3UFB7,P35821,Q9D3J8,P12023,Q61510,P05627,P70372,P62259,Q80V62,Q8BP47 P35739,P20417,Q3HS82,P08592,D4A9N5,P17325,B5DF91,P62260,A0A0G2K5U0,F1LPV0
6583-6671;0:1,1:2,3:0,4:6,5:3,6:7; Q3UFB7,P08226,O55123,P12023,Q80V62,P70372,Q61510,P62259,P05627,P41245 P35739,P02650,G3V788,P08592,A0A0G2K5U0,B5DF91,D4A9N5,P62260,P17325,D3ZYK8
4350-6418;0:4,1:7,4:1,5:0,6:5,7:6; Q80V62,Q9ERA6,Q61510,P07321,Q3UFB7,Q91WR6,P70372,P62259,B2RWS6,P12023 A0A0G2K5U0,Q5U2Y6,D4A9N5,P29676,P35739,D3ZJB2,B5DF91,P62260,A0A0G2QC09,P08592
1718-6418;0:7,2:3,3:1,4:5,5:4,7:0;1:6-6:6 Q9ERA6,Q3UFB7,P07321,P12023,Q80V62,P70372,Q61510,Q91WR6,B2RWS6,P62259 Q5U2Y6,P35739,P29676,P08592,A0A0G2K5U0,B5DF91,D4A9N5,D3ZJB2,A0A0G2QC09,P62260
6673-7157;1:0,2:2,3:3,4:4,6:5,7:6;0:1,7-5:7 Q3UFB7,O88522,E9PZW7,P12023,Q61510,P05627,P70372,P62259,Q80V62,P68369 P35739,Q6TMG5,D4A4J1,P08592,D4A9N5,P17325,B5DF91,P62260,A0A0G2K5U0,P68370
4350-6555;0:5,1:0,2:2,4:3,6:4,7:6; Q99JX7,A6H6S0,Q61510,Q99ML6,Q3UFB7,Q80V62,P70372,P62259,P12023,Q8BFZ3 F1MA52,D3ZPP6,D4A9N5,D3ZMM0,P35739,A0A0G2K5U0,B5DF91,P62260,P08592,D3ZRN3
6671-7155;0:2,1:0,2:1,3:5,6:3,7:6; Q921E6,P51863,P12023,Q9Z222,Q80V62,P70372,Q61510,P62259,P05627,P68368 B5DF02,Q5M7T6,P08592,D3ZEF9,A0A0G2K5U0,B5DF91,D4A9N5,P62260,P17325,Q5XIF6
6559-6559;0:0,1:1,2:2,3:3,4:4,6:6;5:5-7:7 Q61510,Q9WTX6,Q9D2Z4,P12023,Q80V62,Q3UFB7,P70372,P62259,P05627,Q9D4H8 D4A9N5,B1WBY1,Q5FVJ8,P08592,A0A0G2K5U0,P35739,B5DF91,P62260,P17325,A0A0G2K761
6559-7169;0:0,1:2,2:1,4:5,5:4,6:6;7:7 Q3UFB7,Q9WTX6,Q3UIK0,P12023,Q80V62,P70372,P05627,P62259,Q61510,P60710 P35739,B1WBY1,P56741,P08592,A0A0G2K5U0,B5DF91,P17325,P62260,D4A9N5,P60711
6585-7145;0:0,1:2,3:1,4:5,5:3,6:6;7:4 Q3UFB7,P01108,E9PYB0,P12023,Q80V62,P70372,Q61510,P62259,P05627,P60521 P35739,P09416,F1LUD3,P08592,A0A0G2K5U0,B5DF91,D4A9N5,P62260,P17325,P60522
6555-7167;0:0,1:2,2:1,4:5,5:4,6:6; Q80V62,Q9JLV1,Q8C9S4,P12023,Q3UFB7,P70372,Q61510,P62259,P05627,Q60676 A0A0G2K5U0,Q5U2U8,A0A0G2K8K1,P08592,P35739,B5DF91,D4A9N5,P62260,P17325,P53042
6555-7143;0:0,1:2,3:1,4:5,5:3,6:6;2:7 Q3UFB7,Q9JLV1,Q8C9S4,P12023,Q80V62,P70372,P05627,P62259,Q61510,Q60676 P35739,Q5U2U8,A0A0G2K8K1,P08592,A0A0G2K5U0,B5DF91,P17325,P62260,D4A9N5,P53042
6559-6673;0:1,1:2,2:0,4:6,5:3,6:7;7:5 Q3UFB7,Q9WTX6,S4R1M9,P12023,Q80V62,P70372,Q61510,P62259,P05627,O88522 P35739,B1WBY1,F1LWM8,P08592,A0A0G2K5U0,B5DF91,D4A9N5,P62260,P17325,Q6TMG5
6554-6555;0:0,1:1,2:3,4:4,5:5,6:6;3:2,7 P68510,Q8K0U3,Q9JIP4,P12023,Q80V62,P70372,Q61510,P62259,Q3UFB7,Q9JLV1 P68511,Q5HZE5,P60570,P08592,A0A0G2K5U0,B5DF91,D4A9N5,P62260,P35739,Q5U2U8
4350-6554;0:5,1:7,2:2,5:0,6:4,7:6;3:3-4:3 Q9JLV1,Q80V62,Q61510,Q8K0U3,Q3UFB7,Q9JIP4,P70372,P62259,P12023,P68510 Q5U2U8,A0A0G2K5U0,D4A9N5,Q5HZE5,P35739,P60570,B5DF91,P62260,P08592,P68511
1718-6554;0:7,2:1,4:4,5:5,6:2,7:0;1:3,6-3:3,6 Q9JLV1,Q3UFB7,Q8K0U3,P12023,P70372,Q61510,Q80V62,Q9JIP4,P68510,P62259 Q5U2U8,P35739,Q5HZE5,P08592,B5DF91,D4A9N5,A0A0G2K5U0,P60570,P68511,P62260
6708-6710;1:1,2:2,3:3,4:4,6:6,7:7;0:0 Q80V62,Q6I6G8,Q32KG4,P12023,P05627,Q61510,P70372,P62259,Q3UFB7,Q3ULA2 A0A0G2K5U0,D4ADD3,M0R6H3,P08592,P17325,D4A9N5,B5DF91,P62260,P35739,F1LMH8
6710-7169;1:0,2:2,3:3,4:4,6:5,7:6;0:1,7 Q80V62,Q61188,Q6NXH9,P12023,P05627,Q61510,P70372,P62259,Q3UFB7,Q60631 A0A0G2K5U0,B5DFE2,Q6IG03,P08592,P17325,D4A9N5,B5DF91,P62260,P35739,P62994
6560-6708;0:1,1:2,3:0,4:6,5:3,6:7; Q80V62,Q6AXB7,Q9D529,P12023,Q3UFB7,P70372,P05627,P62259,Q61510,Q99NA9 A0A0G2K5U0,Q80WE1,D3ZH38,P08592,P35739,B5DF91,P17325,P62260,D4A9N5,Q5XI70
6157-6708;0:1,1:0,2:2,3:4,4:3,6:6;5:7 Q3UFB7,Q6AXB7,Q9D529,Q80V62,P12023,Q61510,P05627,P70372,Q99NA9,P62259 P35739,Q80WE1,D3ZH38,A0A0G2K5U0,P08592,D4A9N5,P17325,B5DF91,Q5XI70,P62260
6671-7167;1:0,2:2,3:3,4:4,6:5,7:6;0:1,7-5:7 Q80V62,Q6PR54,P56386,P12023,Q61510,P05627,P70372,P62259,Q3UFB7,P20152 A0A0G2K5U0,A0A0G2KB73,O89117,P08592,D4A9N5,P17325,B5DF91,P62260,P35739,G3V8C3
6671-7167;0:2,1:0,2:1,3:5,6:3,7:6;4:7-5:4,7 Q921E6,Q6PR54,P12023,P56386,Q80V62,P70372,Q61510,P62259,P05627,P20152 B5DF02,A0A0G2KB73,P08592,O89117,A0A0G2K5U0,B5DF91,D4A9N5,P62260,P17325,G3V8C3
6561-7155;0:0,1:2,2:1,4:5,5:3,6:6;3:7-7:7 Q3UFB7,Q80TQ2,Q6ZQK5,P12023,Q80V62,P70372,P05627,P62259,Q61510,P14602 P35739,F1LPJ6,Q5FVC7,P08592,A0A0G2K5U0,B5DF91,P17325,P62260,D4A9N5,G3V913
6555-6561;0:0,1:1,2:3,3:2,4:4,6:6;5:5,7 P05627,Q9WVB0,P86049,P12023,Q3UFB7,Q80V62,P70372,P62259,Q61510,P09405 P17325,F1M9Y9,D3ZAE2,P08592,P35739,A0A0G2K5U0,B5DF91,P62260,D4A9N5,Q5U328
6673-7166;1:0,2:2,3:4,4:3,6:5,7:6;0:1,7-5:7 Q80V62,O88522,Q80UF4,P12023,Q61510,P05627,P70372,P62259,Q3UFB7,P70196 A0A0G2K5U0,Q6TMG5,A0A0G2JUD0,P08592,D4A9N5,P17325,B5DF91,P62260,P35739,B5DF45
4229-6671;0:5,1:0,3:3,5:6,6:7,7:1;4:2 Q99JX7,Q80V62,P70331,P12023,P70372,Q61510,P62259,Q8C8K6,Q3UFB7,Q9CQ60 F1MA52,A0A0G2K5U0,B0BN88,P08592,B5DF91,D4A9N5,P62260,F7FKK4,P35739,G3V8D5
3707-4350;1:5,2:4,4:2,5:6,6:1,7:0;0:7-3:7 P12023,Q9CQ60,Q8C8K6,Q80V62,Q3UFB7,P70372,P70331,Q61510,Q99JX7,P62259 P08592,G3V8D5,F7FKK4,A0A0G2K5U0,P35739,B5DF91,B0BN88,D4A9N5,F1MA52,P62260
6667-6671;1:1,2:2,3:3,5:5,6:6,7:7;0:0-4:4 Q80V62,P23804,Q9D9X6,P12023,Q61510,B1AUC4,P70372,P62259,Q3UFB7,Q9CQJ4 A0A0G2K5U0,A0A0G2JVC1,Q68FQ1,P08592,D4A9N5,F1M158,B5DF91,P62260,P35739,Q4KLY4
4191-7142;1:3,3:7,4:0,5:4,6:2,7:5;0:1,6 Q3UFB7,Q6Y4S4,Q61510,Q6PGH1,Q9R0S2,P05627,P12023,P70372,Q80V62,P62259 P35739,Q7TSB7,D4A9N5,O70454,A0A0G2KA10,P17325,P08592,B5DF91,A0A0G2K5U0,P62260
6671-7145;1:0,2:2,3:3,4:4,6:5,7:6;0:1,7 Q3UFB7,Q8VBV3,Q8CF93,P12023,Q61510,P05627,P70372,P62259,Q80V62,O35864 P35739,D3ZBP3,Q6UE39,P08592,D4A9N5,P17325,B5DF91,P62260,A0A0G2K5U0,F7EUU4
6585-6671;0:1,1:2,2:0,4:6,5:4,6:7; Q3UFB7,O35864,Q8CF93,P12023,Q80V62,P70372,P05627,P62259,Q61510,Q8VBV3 P35739,F7EUU4,Q6UE39,P08592,A0A0G2K5U0,B5DF91,P17325,P62260,D4A9N5,D3ZBP3
6585-6710;0:1,1:2,2:0,4:6,5:3,6:7;3:5-7:4 Q80V62,P01108,H3BKP8,P12023,Q3UFB7,P70372,Q61510,P62259,P05627,P60766 A0A0G2K5U0,P09416,F1LRC7,P08592,P35739,B5DF91,D4A9N5,P62260,P17325,Q8CFN2
6673-7167;1:0,2:2,3:3,4:4,6:5,7:6;0:1,7-5:1 Q80V62,Q6ZQ88,Q924C6,P12023,Q61510,P05627,P70372,P62259,Q3UFB7,Q61081 A0A0G2K5U0,F1MA31,D4A9V5,P08592,D4A9N5,P17325,B5DF91,P62260,P35739,A0A140TAG9
6557-7167;0:0,1:2,2:1,4:5,5:4,6:6;3:7 Q3UFB7,Q6ZQ88,Q924C6,P12023,Q80V62,P70372,P05627,P62259,Q61510,Q61081 P35739,F1MA31,D4A9V5,P08592,A0A0G2K5U0,B5DF91,P17325,P62260,D4A9N5,A0A140TAG9
6556-6671;0:1,1:2,3:0,4:6,5:3,6:7;7:4,5 Q3UFB7,B1AR17,Q99L96,P12023,Q80V62,P70372,Q61510,P62259,P05627,Q6PR54 P35739,F1LPP8,B0BN20,P08592,A0A0G2K5U0,B5DF91,D4A9N5,P62260,P17325,A0A0G2KB73
6555-6556;0:0,1:1,2:3,3:2,4:4,6:6;5:5 Q61510,Q9DCD2,Q8BHA0,P12023,Q80V62,Q3UFB7,P70372,P62259,P05627,Q62186 D4A9N5,Q99PK0,Q5BJY3,P08592,A0A0G2K5U0,P35739,B5DF91,P62260,P17325,Q07984
6156-6555;0:0,1:3,2:1,4:5,5:2,6:4;3:6 Q61510,Q62186,Q8BHA0,Q3UFB7,P12023,P05627,Q80V62,P70372,P62259,Q9DCD2 D4A9N5,Q07984,Q5BJY3,P35739,P08592,P17325,A0A0G2K5U0,B5DF91,P62260,Q99PK0
6558-6673;0:1,1:2,3:0,4:6,5:3,6:7;2:5 Q3UFB7,Q8BP00,O35608,P12023,Q80V62,P70372,Q61510,P62259,P05627,P67871 P35739,D4A6J0,O35462,P08592,A0A0G2K5U0,B5DF91,D4A9N5,P62260,P17325,P67874
1309-3783;0:2,2:0,4:6,5:7,6:1,7:5;3:3 Q61625,Q3UFB7,P12023,Q8BGU2,Q80V62,Q9JHG0,Q9R171,P62259,P70372,Q61510 F1LXB6,P35739,P08592,P98087,A0A0G2K5U0,D3Z9H1,P63182,P62260,B5DF91,D4A9N5
4229-6673;0:1,1:2,3:6,4:0,5:4,6:7;2:3 P68368,Q8BUE7,O35949,P12023,P70372,Q80V62,Q61510,P62259,P05627,Q924Z4 Q5XIF6,B2RZ35,D3ZPX9,P08592,B5DF91,A0A0G2K5U0,D4A9N5,P62260,P17325,Q3T1K1
6671-7155;1:0,2:2,3:4,4:3,6:5,7:6;0:1,7-5:7 Q80V62,Q9JLN9,Q9DB10,P12023,P05627,Q61510,P70372,P62259,Q3UFB7,P23249 A0A0G2K5U0,P42346,D4A7Y9,P08592,P17325,D4A9N5,B5DF91,P62260,P35739,D3ZUC2
6559-6671;0:1,1:2,2:0,4:6,5:4,6:7;7:5 Q3UFB7,Q5EG47,Q8QZS3,P12023,Q80V62,P70372,Q61510,P62259,P05627,Q68FD7 P35739,P54645,Q76JQ2,P08592,A0A0G2K5U0,B5DF91,D4A9N5,P62260,P17325,F1LUD4
6555-7157;0:0,1:2,3:1,4:5,5:3,6:6;2:7-7:7 Q3UFB7,Q9JLV1,P97819,P12023,Q80V62,P70372,Q61510,P62259,P05627,P61979 P35739,Q5U2U8,P97570,P08592,A0A0G2K5U0,B5DF91,D4A9N5,P62260,P17325,P61980
6557-6579;0:0,1:1,2:3,3:2,4:4,6:6;5:5-7:5,7 Q61510,P62137,Q69ZK0,P12023,Q80V62,Q3UFB7,P70372,P62259,P05627,P31750 D4A9N5,P62138,D3ZS72,P08592,A0A0G2K5U0,P35739,B5DF91,P62260,P17325,P47196
6581-7142;0:0,1:2,3:1,4:5,5:4,6:6;7:3 Q80V62,V9GXA7,P51437,P12023,Q3UFB7,P70372,P05627,P62259,Q61510,Q91Y86 A0A0G2K5U0,F1M3U4,G3V8S9,P08592,P35739,B5DF91,P17325,P62260,D4A9N5,F1LP66
