2827-6583;0:3,1:0,3:1,4:5,6:4,7:6;2:7 P02340,G3X9H5,Q3UFB7,P42866,P12023,Q61510,P70372,P62259,Q80V62,O35864 P10361,G3V9P7,P35739,P33535,P08592,D4A9N5,B5DF91,P62260,A0A0G2K5U0,F7EUU4
6558-7143;0:0,1:2,3:1,4:5,5:4,6:6;7:3 Q3UFB7,P25118,O88495,P12023,Q80V62,P70372,P05627,P62259,Q61510,Q8BWG8 P35739,A0A0G2JSU9,G3V7H9,P08592,A0A0G2K5U0,B5DF91,P17325,P62260,D4A9N5,P29066
6558-6708;0:1,1:2,3:0,4:6,5:4,6:7;7:3 Q80V62,Q6AXB7,Q9D529,P12023,Q3UFB7,P70372,Q61510,P62259,P05627,Q99NA9 A0A0G2K5U0,Q80WE1,D3ZH38,P08592,P35739,B5DF91,D4A9N5,P62260,P17325,Q5XI70
6708-7156;1:0,2:2,3:4,4:3,6:5,7:6;0:1 Q80V62,Q99NA9,Q9D529,P12023,P05627,Q61510,P70372,P62259,Q3UFB7,Q6AXB7 A0A0G2K5U0,Q5XI70,D3ZH38,P08592,P17325,D4A9N5,B5DF91,P62260,P35739,Q80WE1
3707-6156;0:2,1:0,2:5,4:1,5:6,7:3; Q9CQ60,P70331,P12023,Q8C8K6,Q80V62,Q3UFB7,P70372,Q61510,P05627,Q99JX7 G3V8D5,B0BN88,P08592,F7FKK4,A0A0G2K5U0,P35739,B5DF91,D4A9N5,P17325,F1MA52
6583-6671;0:1,1:2,3:0,4:6,5:3,6:7;7:4 Q80V62,O35864,Q8CF93,P12023,Q3UFB7,P70372,Q61510,P62259,P05627,Q8VBV3 A0A0G2K5U0,F7EUU4,Q6UE39,P08592,P35739,B5DF91,D4A9N5,P62260,P17325,D3ZBP3
6671-7169;1:0,2:2,3:3,4:4,6:5,7:6;0:1 Q80V62,Q8VBV3,Q8CF93,P12023,Q61510,P05627,P70372,P62259,Q3UFB7,O35864 A0A0G2K5U0,D3ZBP3,Q6UE39,P08592,D4A9N5,P17325,B5DF91,P62260,P35739,F7EUU4
4229-7145;0:0,1:2,3:5,4:1,5:3,6:6;2:4,7-7:4 Q99JX7,Q8VBV3,Q8CF93,P12023,P70372,Q80V62,Q61510,P62259,P05627,O35864 F1MA52,D3ZBP3,Q6UE39,P08592,B5DF91,A0A0G2K5U0,D4A9N5,P62260,P17325,F7EUU4
1718-6169;0:0,2:2,3:5,4:6,5:3,6:1;1:4,7-7:4 Q99JX7,Q8VBV3,Q8CF93,P12023,Q3UFB7,P70372,Q61510,Q80V62,P05627,O35864 F1MA52,D3ZBP3,Q6UE39,P08592,P35739,B5DF91,D4A9N5,A0A0G2K5U0,P17325,F7EUU4
6561-6585;0:0,1:1,2:2,3:3,4:4,6:6;5:5,7 P05627,P60766,H3BKP8,P12023,Q3UFB7,Q80V62,P70372,P62259,Q61510,P01108 P17325,Q8CFN2,F1LRC7,P08592,P35739,A0A0G2K5U0,B5DF91,P62260,D4A9N5,P09416
6157-6585;0:0,1:2,2:1,4:5,5:3,6:4;3:6,7-7:6 Q61510,P60766,H3BKP8,Q3UFB7,P12023,P05627,Q80V62,P70372,P62259,P01108 D4A9N5,Q8CFN2,F1LRC7,P35739,P08592,P17325,A0A0G2K5U0,B5DF91,P62260,P09416
6555-7167;0:0,1:2,3:1,4:5,5:3,6:6;2:7-7:4 Q80V62,Q6ZQ88,Q924C6,P12023,Q3UFB7,P70372,Q61510,P62259,P05627,Q61081 A0A0G2K5U0,F1MA31,D4A9V5,P08592,P35739,B5DF91,D4A9N5,P62260,P17325,A0A140TAG9
7155-7167;0:0,2:2,3:3,4:4,5:5,6:6;1:1,7 Q3UFB7,Q6ZQ88,Q924C6,P12023,Q61510,P05627,P70372,P62259,Q80V62,Q61081 P35739,F1MA31,D4A9V5,P08592,D4A9N5,P17325,B5DF91,P62260,A0A0G2K5U0,A0A140TAG9
3707-6556;0:1,1:0,2:2,4:3,5:4,7:5;3:6-6:7 Q921E6,Q6PR54,P12023,Q99L96,Q3UFB7,Q80V62,P70372,Q61510,P62259,B1AR17 B5DF02,A0A0G2KB73,P08592,B0BN20,P35739,A0A0G2K5U0,B5DF91,D4A9N5,P62260,F1LPP8
6555-7154;0:0,1:2,2:1,4:5,5:4,6:6; Q3UFB7,Q9DCD2,Q8BHA0,P12023,Q80V62,P70372,P05627,P62259,Q61510,Q62186 P35739,Q99PK0,Q5BJY3,P08592,A0A0G2K5U0,B5DF91,P17325,P62260,D4A9N5,Q07984
6559-7154;0:0,1:1,3:2,4:3,5:5,6:6;2:4-7:4 Q80V62,Q80TQ2,A6X8Z5,P12023,Q3UFB7,P70372,Q61510,P62259,Q6P5F9,Q9CUN6 A0A0G2K5U0,F1LPJ6,D4A987,P08592,P35739,B5DF91,D4A9N5,P62260,Q80U96,A0A0G2K612
6558-7155;0:0,1:2,2:1,4:5,5:4,6:6; Q80V62,Q8BP00,O35608,P12023,Q3UFB7,P70372,P05627,P62259,Q61510,P67871 A0A0G2K5U0,D4A6J0,O35462,P08592,P35739,B5DF91,P17325,P62260,D4A9N5,P67874
6554-6673;0:1,1:0,3:2,4:3,5:6,6:7;2:4 Q80V62,Q60722,Q9CXP8,P12023,Q3UFB7,P70372,Q61510,P62259,Q6P5F9,P62880 A0A0G2K5U0,A0A0G2JWU7,Q3KRE3,P08592,P35739,B5DF91,D4A9N5,P62260,Q80U96,P54313
6554-6556;0:0,1:1,2:2,4:4,5:5,6:6; Q9WTX6,Q9WUR0,Q8VCZ2,P12023,Q3UFB7,P70372,Q61510,P62259,Q80V62,P60605 B1WBY1,A0A0G2KAE5,Q497B2,P08592,P35739,B5DF91,D4A9N5,P62260,A0A0G2K5U0,B2RYD0
6559-7169;0:0,1:2,2:1,4:5,5:4,6:6;7:7 Q80V62,Q9DBR0,Q9ERZ6,P12023,Q3UFB7,P70372,P05627,P62259,Q61510,O35864 A0A0G2K5U0,Q63014,D3ZYS4,P08592,P35739,B5DF91,P17325,P62260,D4A9N5,F7EUU4
6671-8868;0:2,1:0,2:1,3:4,6:3,7:5;5:6 P05627,Q6PR54,Q80V62,Q3UPE3,P12023,Q61510,P70372,P62259,Q60631,Q9JL70 P17325,A0A0G2KB73,A0A0G2K5U0,D4ACT0,P08592,D4A9N5,B5DF91,P62260,P62994,D3ZQL0
6157-6579;0:0,1:3,2:1,4:5,5:2,6:4;3:6-7:7 P05627,P25118,Q9QUQ5,Q3UFB7,P12023,Q61510,Q80V62,P70372,P62259,P05480 P17325,A0A0G2JSU9,Q91ZM1,P35739,P08592,D4A9N5,A0A0G2K5U0,B5DF91,P62260,Q9WUD9
6557-6561;0:0,1:1,2:2,3:3,4:4,6:6;5:5,7-7:7 P05627,Q6ZQ88,Q61658,P12023,Q80V62,Q3UFB7,P70372,P62259,Q61510,P42227 P17325,F1MA31,D4AEG9,P08592,A0A0G2K5U0,P35739,B5DF91,P62260,D4A9N5,P52631
6156-6561;0:0,1:2,2:1,4:5,5:3,6:4;3:6,7-7:6,7 Q61510,Q6ZQ88,Q61658,Q80V62,P12023,P05627,Q3UFB7,P70372,P62259,P42227 D4A9N5,F1MA31,D4AEG9,A0A0G2K5U0,P08592,P17325,P35739,B5DF91,P62260,P52631
4165-7145;1:1,2:3,3:7,4:2,6:5,7:0;5:6 P25801,Q3UFB7,Q80V62,Q61510,O35864,P12023,P70372,Q9CXV0,P05627,P62259 A0A0G2QC60,P35739,A0A0G2K5U0,D4A9N5,F7EUU4,P08592,B5DF91,G3V7Z7,P17325,P62260
6581-7155;0:0,1:2,3:1,4:5,5:3,6:6;2:7 Q80V62,Q60676,Q3ZT31,P12023,Q3UFB7,P70372,Q61510,P62259,P05627,Q8BH80 A0A0G2K5U0,P53042,F1M998,P08592,P35739,B5DF91,D4A9N5,P62260,P17325,Q9Z269
7155-7167;0:0,2:2,3:4,4:3,5:5,6:6;1:1-7:1 Q80V62,Q8BH80,Q3ZT31,P12023,Q61510,P05627,P70372,P62259,Q3UFB7,Q60676 A0A0G2K5U0,Q9Z269,F1M998,P08592,D4A9N5,P17325,B5DF91,P62260,P35739,P53042
6557-7167;0:0,1:2,3:1,4:5,5:3,6:6;2:7-7:7 Q80V62,Q64337,O35367,P12023,Q3UFB7,P70372,Q61510,P62259,P05627,Q61081 A0A0G2K5U0,O08623,D3ZVD7,P08592,P35739,B5DF91,D4A9N5,P62260,P17325,A0A140TAG9
7155-7167;0:0,2:2,3:4,4:3,5:5,6:6;1:1,7-7:7 Q3UFB7,Q64337,O35367,P12023,P05627,Q61510,P70372,P62259,Q80V62,Q61081 P35739,O08623,D3ZVD7,P08592,P17325,D4A9N5,B5DF91,P62260,A0A0G2K5U0,A0A140TAG9
6581-7157;0:0,1:2,3:1,4:5,5:4,6:6;2:7 Q80V62,O35459,Q8BTE0,P12023,Q3UFB7,P70372,P05627,P62259,Q61510,Q8K2B3 A0A0G2K5U0,Q62651,D4A7Q3,P08592,P35739,B5DF91,P17325,P62260,D4A9N5,Q920L2
6168-7157;0:0,1:1,2:2,3:3,4:4,6:5;5:6,7-7:6 Q3UFB7,O35459,Q8BTE0,Q80V62,P12023,Q61510,P05627,P70372,P62259,Q8K2B3 P35739,Q62651,D4A7Q3,A0A0G2K5U0,P08592,D4A9N5,P17325,B5DF91,P62260,Q920L2
6555-7155;0:0,1:2,3:1,4:5,5:4,6:6;2:7-7:3,7 Q80V62,Q63844,Q8BWD2,P12023,Q3UFB7,P70372,Q61510,P62259,P05627,Q9Z1R2 A0A0G2K5U0,P21708,D4AEE6,P08592,P35739,B5DF91,D4A9N5,P62260,P17325,Q6MG49
7155-7155;0:0,2:2,3:4,4:3,5:5,6:6;1:1,7-7:7 Q3UFB7,Q63844,Q8BWD2,P12023,Q61510,P05627,P70372,P62259,Q80V62,Q9Z1R2 P35739,P21708,D4AEE6,P08592,D4A9N5,P17325,B5DF91,P62260,A0A0G2K5U0,Q6MG49
4346-6559;0:1,1:0,2:4,4:3,6:6,7:5;3:2 Q8VEK3,A2ARI4,P12023,Q8R0N9,P70372,Q3UFB7,P62259,Q61510,Q80V62,Q9R190 Q6IMY8,Q9Z2H4,P08592,Q2TGK5,B5DF91,P35739,P62260,D4A9N5,A0A0G2K5U0,B2GV01
4165-6157;0:0,1:5,2:3,4:2,5:1,6:6;3:4 P60710,A2ARI4,Q8R0N9,Q3UFB7,Q61510,P12023,Q80V62,P70372,P05627,Q9R190 P60711,Q9Z2H4,Q2TGK5,P35739,D4A9N5,P08592,A0A0G2K5U0,B5DF91,P17325,B2GV01
6156-7142;0:0,2:2,3:4,4:3,5:1,6:5;1:6 Q80V62,Q6P549,Q3TB92,P12023,P05627,Q61510,Q3UFB7,P70372,P62259,O70433 A0A0G2K5U0,V9GZ88,A0A0G2K456,P08592,P17325,D4A9N5,P35739,B5DF91,P62260,O35115
6554-7142;0:0,1:2,2:1,4:5,5:4,6:6;7:3 Q3UFB7,Q6P549,Q3TB92,P12023,Q80V62,P70372,P05627,P62259,Q61510,O70433 P35739,V9GZ88,A0A0G2K456,P08592,A0A0G2K5U0,B5DF91,P17325,P62260,D4A9N5,O35115
4350-4419;0:6,1:1,4:4,5:5,6:2,7:7;3:0 Q80V62,P30285,Q61510,E9Q5M9,Q3UFB7,S4R1L6,P70372,P62259,P12023,P22682 A0A0G2K5U0,P35426,D4A9N5,D3ZAB7,P35739,D3ZF35,B5DF91,P62260,P08592,D3ZV15
2827-4067;0:4,1:0,3:1,4:6,5:7,6:2;2:5-7:3,5 P22682,P62259,P12023,E9Q5M9,Q80V62,P70372,S4R1L6,Q61510,P30285,Q3UFB7 D3ZV15,P62260,P08592,D3ZAB7,A0A0G2K5U0,B5DF91,D3ZF35,D4A9N5,P35426,P35739
6555-6671;0:1,1:0,2:2,4:3,5:6,6:7;3:4-7:4 Q80V62,Q99JX7,Q8R0C3,P12023,Q3UFB7,P70372,Q61510,P62259,Q6P5F9,P26361 A0A0G2K5U0,F1MA52,F7F9X9,P08592,P35739,B5DF91,D4A9N5,P62260,Q80U96,A0A0G2K3B1
6561-7169;0:0,1:2,2:1,4:5,5:3,6:6;3:7 Q80V62,Q62432,Q924W7,P12023,Q3UFB7,P70372,P05627,P62259,Q61510,Q60631 A0A0G2K5U0,O70436,D4A9H6,P08592,P35739,B5DF91,P17325,P62260,D4A9N5,P62994
6157-7169;0:0,2:2,3:4,4:3,5:1,6:5;1:6,7-7:6 Q3UFB7,Q62432,Q924W7,P12023,Q61510,P05627,Q80V62,P70372,P62259,Q60631 P35739,O70436,D4A9H6,P08592,D4A9N5,P17325,A0A0G2K5U0,B5DF91,P62260,P62994
7142-7155;0:0,2:2,3:3,4:4,5:5,6:6;1:1 Q80V62,P97477,Q7TSU7,P12023,Q61510,P05627,P70372,P62259,Q3UFB7,Q63844 A0A0G2K5U0,Q3MHU2,D4A934,P08592,D4A9N5,P17325,B5DF91,P62260,P35739,P21708
6555-7166;0:0,1:2,2:1,4:5,5:4,6:6;3:7-7:3 Q80V62,Q99JX7,O35305,P12023,Q3UFB7,P70372,Q61510,P62259,P05627,P70196 A0A0G2K5U0,F1MA52,F1M8Z6,P08592,P35739,B5DF91,D4A9N5,P62260,P17325,B5DF45
6673-7166;1:0,2:2,3:4,4:3,6:5,7:6;0:1,7-5:1 Q3UFB7,Q99JX7,O35305,P12023,Q61510,P05627,P70372,P62259,Q80V62,P70196 P35739,F1MA52,F1M8Z6,P08592,D4A9N5,P17325,B5DF91,P62260,A0A0G2K5U0,B5DF45
7142-7145;0:0,1:2,2:1,3:5,5:3,6:6;4:4 Q6P5F9,P54116,Q925H0,P12023,Q80V62,P70372,Q61510,P62259,P05627,Q62108 Q80U96,Q5XI04,A0A0G2JTM0,P08592,A0A0G2K5U0,B5DF91,D4A9N5,P62260,P17325,P31016
7154-7157;0:0,1:2,2:1,3:5,5:3,6:6;4:7-7:7 Q921E6,P08122,Q06770,P12023,Q80V62,P70372,Q61510,P62259,P05627,P11276 B5DF02,F1M6Q3,P31211,P08592,A0A0G2K5U0,B5DF91,D4A9N5,P62260,P17325,A0A096P6L8
2699-6559;1:2,2:7,3:1,5:3,6:4,7:0;4:5,6 P51180,Q61510,Q80V62,P39447,P12023,Q3UFB7,P70372,P28236,P05627,P62259 G3V6E0,D4A9N5,A0A0G2K5U0,A0A0G2K2P5,P08592,P35739,B5DF91,Q8K4Q9,P17325,P62260
4229-6554;0:0,1:3,3:5,4:1,5:4,6:6;2:2 P05480,P52800,A2AGA4,Q80V62,Q61510,P12023,P70372,P62259,Q3UFB7,O35393 Q9WUD9,B2B9A9,D3ZA62,A0A0G2K5U0,D4A9N5,P08592,B5DF91,P62260,P35739,G3V7D4
6559-7144;0:0,1:2,3:1,4:5,5:3,6:6;7:4 Q80V62,Q80TQ2,Q9Z320,P12023,Q3UFB7,P70372,Q61510,P62259,P05627,Q91VR7 A0A0G2K5U0,F1LPJ6,Q6IFW8,P08592,P35739,B5DF91,D4A9N5,P62260,P17325,Q6XVN8
7144-7157;0:0,2:2,3:3,4:4,5:5,6:6;1:1 Q80V62,Q91VR7,Q9Z320,P12023,Q61510,P05627,P70372,P62259,Q3UFB7,Q80TQ2 A0A0G2K5U0,Q6XVN8,Q6IFW8,P08592,D4A9N5,P17325,B5DF91,P62260,P35739,F1LPJ6
7144-8044;0:2,1:0,2:1,4:4,5:5,6:6;3:7-7:7 P05627,Q61532,Q9D8T2,Q3UFB7,P12023,Q61510,P70372,P62259,Q8BNL5,O35864 P17325,P27704,A0A096MJ11,P35739,P08592,D4A9N5,B5DF91,P62260,G3V6Z2,F7EUU4
4419-7144;0:1,1:0,2:4,4:2,6:5,7:6;3:3,7 O35864,Q8BNL5,Q80V62,Q9D8T2,Q61510,P12023,P70372,P62259,P05627,Q61532 F7EUU4,G3V6Z2,A0A0G2K5U0,A0A096MJ11,D4A9N5,P08592,B5DF91,P62260,P17325,P27704
6671-6673;0:2,1:1,2:0,3:6,6:4,7:7;4:3 Q6P5F9,Q9Z1E3,P12023,Q4FZC9,Q3UFB7,P70372,Q61510,P62259,P05627,Q9D666 Q80U96,Q63746,P08592,D3ZD24,P35739,B5DF91,D4A9N5,P62260,P17325,A0A0G2K016
1718-2699;0:0,2:3,3:5,4:6,5:4,6:1;1:2 Q99JX7,Q03146,Q61245,P12023,Q3UFB7,P70372,Q61510,Q80V62,Q9WTX6,Q6PB97 F1MA52,Q6MG19,P20909,P08592,P35739,B5DF91,D4A9N5,A0A0G2K5U0,B1WBY1,D4A2L9
1276-6554;0:2,1:0,3:1,4:5,6:7,7:4;2:6 P02340,Q62158,Q3UFB7,Q61245,P12023,Q61510,Q6PB97,P70372,Q9WTX6,P62259 P10361,B5DFI5,P35739,P20909,P08592,D4A9N5,D4A2L9,B5DF91,B1WBY1,P62260
6673-7157;1:0,2:2,3:3,4:4,6:5,7:6;0:1 Q80V62,P35762,B8JJ61,P12023,P05627,Q61510,P70372,P62259,Q3UFB7,P35235 A0A0G2K5U0,Q6P9V1,Q6MG46,P08592,P17325,D4A9N5,B5DF91,P62260,P35739,P41499
6557-6673;0:1,1:2,3:0,4:6,5:4,6:7;2:5-7:3 Q80V62,P62137,Q6A025,P12023,Q3UFB7,P70372,P05627,P62259,Q61510,Q99JX7 A0A0G2K5U0,P62138,D3ZPW4,P08592,P35739,B5DF91,P17325,P62260,D4A9N5,F1MA52
6554-7154;0:0,1:2,2:1,4:5,5:4,6:6;7:7 Q80V62,O35972,Q9D7N6,P12023,Q3UFB7,P70372,P05627,P62259,Q61510,Q8K2M0 A0A0G2K5U0,Q63750,P0C2C1,P08592,P35739,B5DF91,P17325,P62260,D4A9N5,Q5PQN9
6555-6673;0:1,1:2,2:0,4:6,5:3,6:7;7:4 Q80V62,O09106,P97503,P12023,Q3UFB7,P70372,Q61510,P62259,P05627,O88522 A0A0G2K5U0,Q4QQW4,A0A0G2JZE5,P08592,P35739,B5DF91,D4A9N5,P62260,P17325,Q6TMG5
6673-6673;1:1,2:2,3:3,4:4,6:6,7:7;0:0-5:0 Q3UFB7,O09106,P97503,P12023,Q61510,P05627,P70372,P62259,Q80V62,O88522 P35739,Q4QQW4,A0A0G2JZE5,P08592,D4A9N5,P17325,B5DF91,P62260,A0A0G2K5U0,Q6TMG5
4229-6559;0:0,1:1,3:4,4:2,5:5,6:6;2:7-7:7 Q04207,P28481,Q9R0G6,P12023,P70372,Q3UFB7,Q61510,P62259,Q80V62,P11276 Q7TQN4,F1LRM7,M0RBU0,P08592,B5DF91,P35739,D4A9N5,P62260,A0A0G2K5U0,A0A096P6L8
3707-6555;0:1,1:0,2:3,4:2,5:4,7:5;3:6 Q921E6,O55176,P12023,Q9WVL5,Q3UFB7,Q80V62,P70372,Q61510,P62259,Q3U319 B5DF02,Q66HF7,P08592,D3ZKF3,P35739,A0A0G2K5U0,B5DF91,D4A9N5,P62260,Q8CJB9
6554-7156;0:0,1:2,3:1,4:5,5:3,6:6; Q80V62,Q9Z1K6,O35544,P12023,Q3UFB7,P70372,P05627,P62259,Q61510,Q68FM7 A0A0G2K5U0,D3ZJB8,F1LR26,P08592,P35739,B5DF91,P17325,P62260,D4A9N5,A0A0G2JZC6
2827-6708;0:0,1:1,3:2,4:4,6:6,7:7;2:3 P02340,Q9Z1K6,Q80V62,O35544,P12023,Q61510,P70372,P62259,P05627,Q68FM7 P10361,D3ZJB8,A0A0G2K5U0,F1LR26,P08592,D4A9N5,B5DF91,P62260,P17325,A0A0G2JZC6
6578-6671;0:1,1:2,3:0,4:6,5:3,6:7; Q80V62,Q9D1B9,Q9JLC6,P12023,Q3UFB7,P70372,Q61510,P62259,P05627,P35639 A0A0G2K5U0,D3ZJY1,P41224,P08592,P35739,B5DF91,D4A9N5,P62260,P17325,Q496Y7
6578-6671;0:1,1:2,2:0,4:6,5:4,6:7; Q3UFB7,Q9D1B9,Q9JLC6,P12023,Q80V62,P70372,P05627,P62259,Q61510,P35639 P35739,D3ZJY1,P41224,P08592,A0A0G2K5U0,B5DF91,P17325,P62260,D4A9N5,Q496Y7
6554-6557;0:0,1:1,2:2,4:4,5:5,6:6;3:7 Q9WTX6,Q7TMF5,Q8K4D7,P12023,Q3UFB7,P70372,Q61510,P62259,Q80V62,P35492 B1WBY1,G3V782,Q5FX52,P08592,P35739,B5DF91,D4A9N5,P62260,A0A0G2K5U0,P21213
6555-6710;0:1,1:2,2:0,4:6,5:3,6:7;7:4,5 Q80V62,O09106,Q8BGN6,P12023,Q3UFB7,P70372,Q61510,P62259,P05627,P46938 A0A0G2K5U0,Q4QQW4,D3ZZA9,P08592,P35739,B5DF91,D4A9N5,P62260,P17325,Q2EJA0
6673-6710;1:1,2:2,3:3,4:4,6:6,7:7;0:0-5:0,5 Q3UFB7,O09106,Q8BGN6,P12023,Q61510,P05627,P70372,P62259,Q80V62,P46938 P35739,Q4QQW4,D3ZZA9,P08592,D4A9N5,P17325,B5DF91,P62260,A0A0G2K5U0,Q2EJA0
4334-6710;0:2,3:5,4:1,5:6,6:3,7:7;1:0 Q80V62,P28700,P12023,P02340,Q64441,P70372,Q61510,P62259,Q3UFB7,P05627 A0A0G2K5U0,Q0VJ96,P08592,P10361,Q09128,B5DF91,D4A9N5,P62260,P35739,P17325
6556-7142;0:0,1:2,2:1,4:5,5:4,6:6;3:7 Q3UFB7,F8VQ87,Q9JJ06,P12023,Q80V62,P70372,P05627,P62259,Q61510,Q6VNS1 P35739,D4ABN8,Q9JJ05,P08592,A0A0G2K5U0,B5DF91,P17325,P62260,D4A9N5,Q03351
6156-6580;0:0,1:2,2:1,4:5,5:3,6:4;3:6 Q61510,F8VQ87,Q9JJ06,Q80V62,P12023,P05627,Q3UFB7,P70372,P62259,Q6VNS1 D4A9N5,D4ABN8,Q9JJ05,A0A0G2K5U0,P08592,P17325,P35739,B5DF91,P62260,Q03351
6168-6671;0:1,1:0,2:2,3:3,4:4,6:6;5:5,7 Q3UFB7,Q6VNS1,Q9JJ06,Q80V62,P12023,Q61510,P05627,P70372,F8VQ87,P62259 P35739,Q03351,Q9JJ05,A0A0G2K5U0,P08592,D4A9N5,P17325,B5DF91,D4ABN8,P62260
2827-6418;0:1,1:0,3:3,4:4,6:5,7:6;2:2 P11276,G5E899,Q3UFB7,Q5S248,P12023,Q61510,P70372,P62259,B2RWS6,P70458 A0A096P6L8,F1LM16,P35739,F1M2C4,P08592,D4A9N5,B5DF91,P62260,A0A0G2QC09,F7EMJ6
6418-6554;0:0,1:2,3:1,4:5,5:4,6:6;2:3 B2RWS6,P70458,Q5S248,Q80V62,P12023,Q61510,P70372,P62259,P11276,G5E899 A0A0G2QC09,F7EMJ6,F1M2C4,A0A0G2K5U0,P08592,D4A9N5,B5DF91,P62260,A0A096P6L8,F1LM16
2348-8044;0:3,2:0,3:4,4:1,5:6,7:2;1:5 O08586,Q01279,P48540,Q3UFB7,Q61510,P12023,P62259,O08842,P70372,O35864 O54857,G3V6K6,F8WFL7,P35739,D4A9N5,P08592,P62260,O35977,B5DF91,F7EUU4
1888-2827;0:1,2:0,3:3,4:4,5:6,6:7;7:5 Q99JX7,P48301,Q99NC0,Q3UFB7,P12023,Q61510,P70372,P62259,P11276,A0A0R4IZY5 F1MA52,B5DF69,A0A0G2K772,P35739,P08592,D4A9N5,B5DF91,P62260,A0A096P6L8,F1M665
4237-6554;0:0,1:1,3:4,4:2,5:5,6:6;7:7 Q99JX7,P48301,Q99NC0,P12023,P70372,Q80V62,Q61510,P62259,P11276,A0A0R4IZY5 F1MA52,B5DF69,A0A0G2K772,P08592,B5DF91,A0A0G2K5U0,D4A9N5,P62260,A0A096P6L8,F1M665
1276-2827;0:0,1:1,3:3,4:4,6:5,7:6;2:7 P02340,Q62158,Q3UFB7,Q99NC0,P12023,Q61510,A0A0R4IZY5,P70372,P11276,P62259 P10361,B5DFI5,P35739,A0A0G2K772,P08592,D4A9N5,F1M665,B5DF91,A0A096P6L8,P62260
6555-7154;0:0,1:2,2:1,4:5,5:4,6:6;3:7-7:3 Q80V62,Q99JX7,Q9QXP4,P12023,Q3UFB7,P70372,Q61510,P62259,P05627,O70435 A0A0G2K5U0,F1MA52,E9PSU2,P08592,P35739,B5DF91,D4A9N5,P62260,P17325,P18422
6673-7154;1:0,2:2,3:4,4:3,6:5,7:6;0:1,7-5:1 Q3UFB7,Q99JX7,Q9QXP4,P12023,Q61510,P05627,P70372,P62259,Q80V62,O70435 P35739,F1MA52,E9PSU2,P08592,D4A9N5,P17325,B5DF91,P62260,A0A0G2K5U0,P18422
6555-7155;0:0,1:2,2:1,4:5,5:4,6:6;3:7-7:3,7 Q80V62,O35704,Q925E8,P12023,Q3UFB7,P70372,Q61510,P62259,P05627,P97363 A0A0G2K5U0,D4A2H2,D3ZG45,P08592,P35739,B5DF91,D4A9N5,P62260,P17325,F1LSV4
6673-7155;1:0,2:2,3:4,4:3,6:5,7:6;0:1,7-5:1,7 Q3UFB7,O35704,Q925E8,P12023,Q61510,P05627,P70372,P62259,Q80V62,P97363 P35739,D4A2H2,D3ZG45,P08592,D4A9N5,P17325,B5DF91,P62260,A0A0G2K5U0,F1LSV4
6555-7167;0:0,1:2,3:1,4:5,5:4,6:6;2:7-7:3 Q80V62,P48193,Q78HU7,P12023,Q3UFB7,P70372,P05627,P62259,Q61510,P27773 A0A0G2K5U0,D3ZIP3,Q6XFR6,P08592,P35739,B5DF91,P17325,P62260,D4A9N5,A0A0H2UHM5
6156-7167;0:0,1:1,2:2,3:4,4:3,6:5;5:6,7-7:6 Q3UFB7,P48193,Q78HU7,Q80V62,P12023,P05627,Q61510,P70372,P62259,P27773 P35739,D3ZIP3,Q6XFR6,A0A0G2K5U0,P08592,P17325,D4A9N5,B5DF91,P62260,A0A0H2UHM5
6585-7155;0:0,1:2,3:1,4:5,5:4,6:6;7:3 Q80V62,O70551,D3Z7A5,P12023,Q3UFB7,P70372,P05627,P62259,Q61510,P52479 A0A0G2K5U0,E9PTN4,Q5BK30,P08592,P35739,B5DF91,P17325,P62260,D4A9N5,Q3KR59
2348-6450;1:7,2:2,3:5,4:1,6:6,7:0;5:3,4 Q9D8T2,P62259,P29452,Q3UFB7,Q61510,P12023,Q01279,P70343,Q80V62,P70372 A0A096MJ11,P62260,F1LQZ4,P35739,D4A9N5,P08592,G3V6K6,E9PSM0,A0A0G2K5U0,B5DF91
4230-6554;0:0,1:1,3:4,4:3,5:5,6:6; Q9JLV1,Q9WV98,Q9CXV1,P12023,P70372,Q80V62,Q61510,P62259,Q3UFB7,Q62186 Q5U2U8,Q9WV97,Q6PCT8,P08592,B5DF91,A0A0G2K5U0,D4A9N5,P62260,P35739,Q07984
4230-6671;0:1,1:2,3:6,4:0,5:4,6:7;2:3,5 Q99JX7,Q99NB8,E9PXF0,P12023,P70372,Q80V62,Q61510,P62259,P05627,P62484 F1MA52,D4A3P1,D3ZPN0,P08592,B5DF91,A0A0G2K5U0,D4A9N5,P62260,P17325,F1LYA6
2200-6671;0:0,1:1,4:3,5:2,6:5,7:6;2:7-3:7 Q62523,Q3UFB7,P12023,P23881,P70372,Q80V62,Q768S4,Q61510,P55258,P62259 D4A7U1,P35739,P08592,Q5BK74,B5DF91,A0A0G2K5U0,O54880,D4A9N5,P35280,P62260
6418-6555;0:0,1:3,3:1,4:5,5:4,6:6; B2RWS6,Q9JL10,O88444,Q80V62,P12023,Q61510,P70372,P62259,Q3UFB7,P08752 A0A0G2QC09,Q6P771,D4A3N4,A0A0G2K5U0,P08592,D4A9N5,B5DF91,P62260,P35739,P04897
6555-7143;0:0,1:2,3:1,4:5,5:4,6:6;7:3 Q80V62,P67871,Q8R0S6,P12023,Q3UFB7,P70372,Q61510,P62259,P05627,P04202 A0A0G2K5U0,P67874,P0C5J5,P08592,P35739,B5DF91,D4A9N5,P62260,P17325,P17246
