8572 A0A287A2J9,A0A287BHC9,F1SV31,A3EX84,A0A286ZV23,A0A286ZQA1,P79307,F2Z558 G1TVU3,G1SZT9,G1T250,P47845,G1SZE4,G1SIC9,G1SZM2,G1SDY5
11449 P79307,I3LNX4,D3K5N7,A0A287BHC9,A0A287B4M4,A0A287BBY6,F2Z558,A0A287A2J9 G1SZM2,G1SXC8,G1TAE2,G1TIX5,G1SMY6,G1TAP3,G1SDY5,G1TVU3
11449 P79307,I3LNX4,D3K5N7,A0A286ZQA1,A0A287B4M4,I3LM52,F2Z558,A0A287A2J9 G1SZM2,G1SXC8,G1TAE2,G1TIX5,G1SMY6,G1TAP3,G1SDY5,G1TVU3
11449 P79307,I3LNX4,D3K5N7,A0A287BHC9,A0A287B4M4,I3LM52,F2Z558,A0A287A2J9 G1SZM2,G1SXC8,G1TAE2,G1TIX5,G1SMY6,G1TAP3,G1SDY5,G1TVU3
11449 P79307,I3LNX4,D3K5N7,A0A286ZQA1,A0A287B4M4,A0A286ZJ88,F2Z558,A0A287A2J9 G1SZM2,G1SXC8,G1TAE2,G1TIX5,G1SMY6,G1TZY7,G1SDY5,G1TVU3
11449 P79307,I3LNX4,D3K5N7,A0A286ZQA1,A0A287B4M4,A0A286ZJ88,F2Z558,A0A287A2J9 G1SZM2,G1SXC8,G1TAE2,G1TIX5,G1SMY6,G1SL22,G1SDY5,G1TVU3
11449 P79307,I3LNX4,D3K5N7,A0A287BHC9,A0A287B4M4,A0A286ZJ88,F2Z558,A0A287A2J9 G1SZM2,G1SXC8,G1TAE2,G1TIX5,G1SMY6,G1TZY7,G1SDY5,G1TVU3
11449 P79307,I3LNX4,D3K5N7,A0A287BHC9,A0A287B4M4,A0A286ZJ88,F2Z558,A0A287A2J9 G1SZM2,G1SXC8,G1TAE2,G1TIX5,G1SMY6,G1SL22,G1SDY5,G1TVU3
11449 P79307,I3LNX4,D3K5N7,A0A286ZQA1,A0A287B4M4,I3LHP5,F2Z558,A0A287A2J9 G1SZM2,G1SXC8,G1TAE2,G1TIX5,G1SMY6,G1SL22,G1SDY5,G1TVU3
11449 P79307,I3LNX4,D3K5N7,A0A287BHC9,A0A287B4M4,I3LHP5,F2Z558,A0A287A2J9 G1SZM2,G1SXC8,G1TAE2,G1TIX5,G1SMY6,G1SL22,G1SDY5,G1TVU3
11449 P79307,I3LNX4,D3K5N7,A0A286ZQA1,A0A287B4M4,D2JUK3,F2Z558,A0A287A2J9 G1SZM2,G1SXC8,G1TAE2,G1TIX5,G1SMY6,G1SL22,G1SDY5,G1TVU3
5378 F1S1D3,A0A287A2J9,A0A286ZV23,K7GR70,A0A287BHC9,F2Z558,A0A286ZVL0,D3K5N7 G1SGJ3,G1SZR6,G1SZE4,G1T143,G1SMY6,G1SDY5,G1T7H0,G1TAE2
5378 F1S1D3,A0A287A2J9,A0A286ZV23,K7GR70,A0A287BHC9,F2Z558,A0A286ZVL0,D3K5N7 G1SGU6,G1SZR6,G1SZE4,G1T143,G1SMY6,G1SDY5,G1T7H0,G1TAE2
5378 F1S1D3,A0A287A2J9,A0A286ZV23,K7GR70,A0A287BHC9,F2Z558,A0A286ZVL0,D3K5N7 G1SWQ8,G1SZR6,G1SZE4,G1T143,G1SMY6,G1SDY5,G1T7H0,G1TAE2
5378 F1S1D3,A0A287A2J9,A0A286ZV23,K7GR70,A0A287BHC9,F2Z558,A0A286ZVL0,D3K5N7 G1TL87,G1SZR6,G1SZE4,G1T143,G1SMY6,G1SDY5,G1T7H0,G1TAE2
5378 A0A287A2J9,K7GR70,I3LV81,A0A286ZQA1,A0A286ZV23,I3LHB2,D3K5N7,F2Z558 G1TIX5,G1TVU3,G1SIJ3,G1SZT9,G1SZE4,G1SFK3,G1TAE2,G1SDY5
5378 A0A287A2J9,K7GR70,I3LV81,A0A286ZQA1,A0A286ZV23,I3LHB2,D3K5N7,F2Z558 G1TIX5,G1TVU3,G1U5D4,G1SZT9,G1SZE4,G1SFK3,G1TAE2,G1SDY5
5378 I3LPB3,A0A287A2J9,A0A286ZV23,K7GR70,A0A287BHC9,F2Z558,A0A286ZVL0,D3K5N7 G1SGJ3,G1SZR6,G1SZE4,G1T143,G1SMY6,G1SDY5,G1T7H0,G1TAE2
5378 I3LPB3,A0A287A2J9,A0A286ZV23,K7GR70,A0A287BHC9,F2Z558,A0A286ZVL0,D3K5N7 G1SWQ8,G1SZR6,G1SZE4,G1T143,G1SMY6,G1SDY5,G1T7H0,G1TAE2
5378 I3LPB3,A0A287A2J9,A0A286ZV23,K7GR70,A0A287BHC9,F2Z558,A0A286ZVL0,D3K5N7 G1TL87,G1SZR6,G1SZE4,G1T143,G1SMY6,G1SDY5,G1T7H0,G1TAE2
5378 K7GL66,A0A287A2J9,A0A286ZV23,K7GR70,A0A287BHC9,F2Z558,A0A286ZVL0,D3K5N7 G1SGJ3,G1SZR6,G1SZE4,G1T143,G1SMY6,G1SDY5,G1T7H0,G1TAE2
5378 K7GL66,A0A287A2J9,A0A286ZV23,K7GR70,A0A287BHC9,F2Z558,A0A286ZVL0,D3K5N7 G1SGU6,G1SZR6,G1SZE4,G1T143,G1SMY6,G1SDY5,G1T7H0,G1TAE2
5378 A0A287BEU1,A0A287A2J9,A0A286ZV23,K7GR70,A0A287BHC9,F2Z558,A0A286ZVL0,D3K5N7 G1SGJ3,G1SZR6,G1SZE4,G1T143,G1SMY6,G1SDY5,G1T7H0,G1TAE2
5378 A0A287BEU1,A0A287A2J9,A0A286ZV23,K7GR70,A0A287BHC9,F2Z558,A0A286ZVL0,D3K5N7 G1SGU6,G1SZR6,G1SZE4,G1T143,G1SMY6,G1SDY5,G1T7H0,G1TAE2
5378 A0A287BEU1,A0A287A2J9,A0A286ZV23,K7GR70,A0A287BHC9,F2Z558,A0A286ZVL0,D3K5N7 G1SWQ8,G1SZR6,G1SZE4,G1T143,G1SMY6,G1SDY5,G1T7H0,G1TAE2
8436 A0A287A2J9,F1RRK1,A0A286ZV23,A0A287BHC9,K7GR70,A0A287A2U9,D3K5N7,F2Z558 G1SZR6,G1TID3,G1SZE4,G1SMY6,G1T143,G1TIW9,G1TAE2,G1SDY5
8436 A0A287A2J9,F1SP25,A0A286ZV23,A0A287BHC9,K7GR70,F1RF93,D3K5N7,F2Z558 G1SZR6,G1SZJ7,G1SZE4,G1SMY6,G1T143,G1TIW9,G1TAE2,G1SDY5
8436 A0A287A2J9,F1SP25,A0A286ZV23,A0A287BHC9,K7GR70,F1RF93,D3K5N7,F2Z558 G1SZR6,G1SHE2,G1SZE4,G1SMY6,G1T143,G1TIW9,G1TAE2,G1SDY5
8436 A0A287A2J9,F1SP25,A0A286ZV23,A0A287BHC9,K7GR70,F1RF93,D3K5N7,F2Z558 G1SZR6,G1TID3,G1SZE4,G1SMY6,G1T143,G1TIW9,G1TAE2,G1SDY5
8436 A0A287A2J9,F1SP25,A0A286ZV23,A0A287BHC9,K7GR70,F1RF93,D3K5N7,F2Z558 G1SZR6,G1TSP4,G1SZE4,G1SMY6,G1T143,G1TIW9,G1TAE2,G1SDY5
8436 A0A287A2J9,F1SDY3,A0A286ZV23,A0A287BHC9,K7GR70,F1RF93,D3K5N7,F2Z558 G1SZR6,G1TGM9,G1SZE4,G1SMY6,G1T143,G1TIW9,G1TAE2,G1SDY5
8436 A0A287A2J9,I3LBY1,A0A286ZV23,A0A287BHC9,K7GR70,F1RF93,D3K5N7,F2Z558 G1SZR6,G1STP3,G1SZE4,G1SMY6,G1T143,G1TIW9,G1TAE2,G1SDY5
8436 A0A287A2J9,I3LBY1,A0A286ZV23,A0A287BHC9,K7GR70,F1RF93,D3K5N7,F2Z558 G1SZR6,G1SJI9,G1SZE4,G1SMY6,G1T143,G1TIW9,G1TAE2,G1SDY5
8436 A0A287A2J9,F1S106,A0A286ZV23,A0A287BHC9,K7GR70,F1RF93,D3K5N7,F2Z558 G1SZR6,G1SZJ7,G1SZE4,G1SMY6,G1T143,G1TIW9,G1TAE2,G1SDY5
8436 A0A287A2J9,F1S106,A0A286ZV23,A0A287BHC9,K7GR70,F1RF93,D3K5N7,F2Z558 G1SZR6,G1SHE2,G1SZE4,G1SMY6,G1T143,G1TIW9,G1TAE2,G1SDY5
8436 A0A287A2J9,F1S106,A0A286ZV23,A0A287BHC9,K7GR70,F1RF93,D3K5N7,F2Z558 G1SZR6,G1TID3,G1SZE4,G1SMY6,G1T143,G1TIW9,G1TAE2,G1SDY5
8436 A0A287A2J9,F1S106,A0A286ZV23,A0A287BHC9,K7GR70,F1RF93,D3K5N7,F2Z558 G1SZR6,G1TSP4,G1SZE4,G1SMY6,G1T143,G1TIW9,G1TAE2,G1SDY5
8436 A0A287A2J9,F1S5N6,A0A286ZV23,A0A287BHC9,K7GR70,F1RF93,D3K5N7,F2Z558 G1SZR6,G1STP3,G1SZE4,G1SMY6,G1T143,G1TIW9,G1TAE2,G1SDY5
8436 A0A287A2J9,F1S5N6,A0A286ZV23,A0A287BHC9,K7GR70,F1RF93,D3K5N7,F2Z558 G1SZR6,G1SJI9,G1SZE4,G1SMY6,G1T143,G1TIW9,G1TAE2,G1SDY5
8436 A0A287A2J9,F1S5N6,A0A286ZV23,A0A287BHC9,K7GR70,F1RF93,D3K5N7,F2Z558 G1SZR6,G1SZJ7,G1SZE4,G1SMY6,G1T143,G1TIW9,G1TAE2,G1SDY5
8436 A0A287A2J9,F1S5N6,A0A286ZV23,A0A287BHC9,K7GR70,F1RF93,D3K5N7,F2Z558 G1SZR6,G1TID3,G1SZE4,G1SMY6,G1T143,G1TIW9,G1TAE2,G1SDY5
4192 A0A286ZV23,K7GR70,I3LIT1,A0A287A2J9,K7GQT5,A0A287B4M4,D3K5N7,A0A287BHC9 G1SZE4,G1T143,G1SKC4,G1SZR6,G1SYN1,G1TIX5,G1TAE2,G1SMY6
4192 A0A286ZV23,K7GR70,F1RTL0,A0A287A2J9,K7GQT5,D3K5N7,A0A287B4M4,A0A287BHC9 G1SZE4,G1T143,G1TD22,G1SZR6,G1SYN1,G1TAE2,G1TIX5,G1SMY6
4192 A0A286ZV23,K7GR70,A0A287ARD1,A0A287A2J9,K7GQT5,A0A287B4M4,D3K5N7,A0A287BHC9 G1SZE4,G1T143,G1T876,G1SZR6,G1SYN1,G1TIX5,G1TAE2,G1SMY6
4192 A0A286ZV23,K7GR70,F1RSB8,A0A287A2J9,K7GQT5,A0A287B4M4,D3K5N7,A0A287BHC9 G1SZE4,G1T143,G1TE66,G1SZR6,G1SYN1,G1TIX5,G1TAE2,G1SMY6
3225 P79307,A0A287B4M4,F1RHK6,A0A287AQ46,F1RWM5,A0A287BHC9,A0A286ZV23,A0A287A2J9 G1SZM2,G1TIX5,G1SZT9,G1SM25,G1SZL0,G1SMY6,G1SZE4,G1SZR6
3225 P79307,A0A287B4M4,F1RHK6,A0A287AQ46,F1RWM5,A0A287BHC9,A0A286ZV23,A0A287A2J9 G1SZM2,G1TIX5,G1SZT9,G1TW52,G1SZL0,G1SMY6,G1SZE4,G1SZR6
3225 P79307,A0A287B4M4,F1RHK6,A0A286ZZ95,F1RWM5,A0A287BHC9,A0A286ZV23,A0A287A2J9 G1SZM2,G1TIX5,G1SZT9,G1SJ89,G1SZL0,G1SMY6,G1SZE4,G1SZR6
3225 P79307,A0A287B4M4,F1RHK6,A0A286ZZ95,F1RWM5,A0A287BHC9,A0A286ZV23,A0A287A2J9 G1SZM2,G1TIX5,G1SZT9,G1TAB1,G1SZL0,G1SMY6,G1SZE4,G1SZR6
3225 P79307,A0A287B4M4,F1RHK6,F1SAK9,F1RWM5,A0A287BHC9,A0A286ZV23,A0A287A2J9 G1SZM2,G1TIX5,G1SZT9,G1SM25,G1SZL0,G1SMY6,G1SZE4,G1SZR6
3225 P79307,A0A287B4M4,F1RHK6,F1SAK9,F1RWM5,A0A287BHC9,A0A286ZV23,A0A287A2J9 G1SZM2,G1TIX5,G1SZT9,G1SJ89,G1SZL0,G1SMY6,G1SZE4,G1SZR6
3225 P79307,A0A287B4M4,F1RHK6,F1SAK9,F1RWM5,A0A287BHC9,A0A286ZV23,A0A287A2J9 G1SZM2,G1TIX5,G1SZT9,G1TAB1,G1SZL0,G1SMY6,G1SZE4,G1SZR6
1799 D3K5N7,I3LNX4,F1RNP8,A0A286ZV23,P79307,I3L9U8,F2Z558,A0A287BHC9 G1TAE2,G1SXC8,G1SI60,G1SZE4,G1SZM2,G1T1B1,G1SDY5,G1SMY6
1799 D3K5N7,I3LNX4,F1RXB8,A0A286ZV23,P79307,I3L9U8,F2Z558,A0A287BHC9 G1TAE2,G1SXC8,G1T4A3,G1SZE4,G1SZM2,G1T1B1,G1SDY5,G1SMY6
1799 D3K5N7,I3LNX4,F1RXB8,A0A286ZV23,P79307,I3L9U8,F2Z558,A0A287BHC9 G1TAE2,G1SXC8,G1T8R0,G1SZE4,G1SZM2,G1T1B1,G1SDY5,G1SMY6
8740 K7GR70,I3LNX4,F1RHK6,A0A286ZV23,F1RZU1,A0A287A2J9,A0A287B4M4,A0A287BHC9 G1T143,G1SXC8,G1SZT9,G1SZE4,G1U782,G1SZR6,G1TIX5,G1SMY6
9421 K7GR70,A0A286ZV23,I3LNX4,A0A287A2J9,F1RHK6,A0A287B4M4,I3LFR2,A0A287BHC9 G1T143,G1SZE4,G1SXC8,G1SZR6,G1SZT9,G1TIX5,G1T087,G1SMY6
8766 A0A286ZV23,I3LNX4,K7GR70,D3K5N7,A0A287A2J9,A5GFR3,A0A286ZQA1,F2Z558 G1SZE4,G1SXC8,G1T143,G1TAE2,G1SZR6,G1SYE7,G1SIC9,G1SDY5
8766 A0A286ZV23,I3LNX4,K7GR70,D3K5N7,A0A287A2J9,F1RGS3,A0A286ZQA1,F2Z558 G1SZE4,G1SXC8,G1T143,G1TAE2,G1SZR6,G1SYE7,G1SIC9,G1SDY5
8766 F1RUH7,A0A286ZV23,A0A287B4M4,A0A287A2J9,F1RHK6,A0A287BHC9,P79307,A0A287AC34 G1SKJ6,G1SZE4,G1TIX5,G1SZR6,G1SZT9,G1SMY6,G1SZM2,G1SYV9
8766 A0A286ZV23,I3LNX4,K7GR70,D3K5N7,A0A287A2J9,F1RUP2,A0A286ZQA1,F2Z558 G1SZE4,G1SXC8,G1T143,G1TAE2,G1SZR6,G1SYE7,G1SIC9,G1SDY5
8766 A0A287ARC2,A0A286ZV23,A0A287B4M4,A0A287A2J9,F1RHK6,A0A287BHC9,P79307,A0A287BBB5 G1SRL8,G1SZE4,G1TIX5,G1SZR6,G1SZT9,G1SMY6,G1SZM2,G1SVI9
9508 Q9TUB2,A0A287B4M4,A0A286ZV23,F1RHK6,A0A287A2J9,I3LHB2,D3K5N7,A0A287BHC9 G1TVU3,G1TIX5,G1SZE4,G1SZT9,G1SZR6,G1SFK3,G1TAE2,G1SMY6
7561 A0A287BPQ8,A0A287A2J9,A0A286ZV23,A0A286ZQA1,A0A287BHC9,F2Z558,I3L897,D3K5N7 G1SZ81,G1TVU3,G1SZE4,G1SIC9,G1SZT9,G1SDY5,G1SXS3,G1TAE2
7561 A0A286ZLJ9,A0A287A2J9,A0A286ZV23,A0A286ZQA1,A0A287BHC9,F2Z558,I3L897,D3K5N7 G1SLQ0,G1TVU3,G1SZE4,G1SIC9,G1SZT9,G1SDY5,G1SXS3,G1TAE2
6613 A0A286ZV23,A0A287A2J9,I3LIH2,F1S956,K7GR70,A0A287B4M4,A0A287BHC9,F1RHK6 G1SZE4,G1SZR6,G1TGG7,U3KNH2,G1T143,G1TIX5,G1SMY6,G1SZT9
6613 A0A286ZV23,A0A287A2J9,A0A287BMU9,A7XUJ6,K7GR70,A0A287B4M4,A0A287BHC9,F1RHK6 G1SZE4,G1SZR6,G1TGG7,U3KNH2,G1T143,G1TIX5,G1SMY6,G1SZT9
6414 A0A286ZV23,A0A287A2J9,F1S412,Q19ML6,K7GR70,A0A287B4M4,D3K5N7,A0A287BHC9 G1SZE4,G1SZR6,G1SFR1,G1TBB8,G1T143,G1TIX5,G1TAE2,G1SMY6
6414 A0A286ZV23,A0A287A2J9,F1S412,K7GSM3,K7GR70,A0A287B4M4,D3K5N7,A0A287BHC9 G1SZE4,G1SZR6,G1SFR1,G1TBB8,G1T143,G1TIX5,G1TAE2,G1SMY6
9251 I3LNX4,A0A286ZV23,D3K5N7,K7GR70,F1SG07,A0A287A2J9,F2Z558,A0A287BHC9 G1SXC8,G1SZE4,G1TAE2,G1T143,G1T1J5,G1SZR6,G1SDY5,G1SMY6
9251 I3LNX4,A0A286ZV23,D3K5N7,K7GR70,F1SG07,A0A287A2J9,F2Z558,A0A287BHC9 G1SXC8,G1SZE4,G1TAE2,G1T143,G1U886,G1SZR6,G1SDY5,G1SMY6
9251 I3LNX4,A0A286ZV23,D3K5N7,K7GR70,A0A287BQ14,A0A287A2J9,F2Z558,A0A287BHC9 G1SXC8,G1SZE4,G1TAE2,G1T143,G1U886,G1SZR6,G1SDY5,G1SMY6
9251 I3LNX4,A0A286ZV23,D3K5N7,K7GR70,A0A287BBM7,A0A287A2J9,F2Z558,A0A287BHC9 G1SXC8,G1SZE4,G1TAE2,G1T143,G1SI70,G1SZR6,G1SDY5,G1SMY6
9251 I3LNX4,A0A286ZV23,D3K5N7,K7GR70,A0A287BBM7,A0A287A2J9,F2Z558,A0A287BHC9 G1SXC8,G1SZE4,G1TAE2,G1T143,G1TXL5,G1SZR6,G1SDY5,G1SMY6
9251 I3LNX4,A0A286ZV23,D3K5N7,K7GR70,I3LVB8,A0A287A2J9,F2Z558,A0A287BHC9 G1SXC8,G1SZE4,G1TAE2,G1T143,G1T1J5,G1SZR6,G1SDY5,G1SMY6
9251 I3LNX4,A0A286ZV23,D3K5N7,K7GR70,I3LVB8,A0A287A2J9,F2Z558,A0A287BHC9 G1SXC8,G1SZE4,G1TAE2,G1T143,G1U886,G1SZR6,G1SDY5,G1SMY6
9251 I3LNX4,A0A286ZV23,D3K5N7,K7GR70,F1RFG5,A0A287A2J9,F2Z558,A0A287BHC9 G1SXC8,G1SZE4,G1TAE2,G1T143,G1SI70,G1SZR6,G1SDY5,G1SMY6
9251 I3LNX4,A0A286ZV23,D3K5N7,K7GR70,F1RFG5,A0A287A2J9,F2Z558,A0A287BHC9 G1SXC8,G1SZE4,G1TAE2,G1T143,G1TXL5,G1SZR6,G1SDY5,G1SMY6
9251 K7GR70,A0A286ZV23,A0A287A2J9,I3LNX4,I3LLY4,D3K5N7,A0A287BHC9,F2Z558 G1T143,G1SZE4,G1SZR6,G1SXC8,G1TBR1,G1TAE2,G1SMY6,G1SDY5
9224 I3LNX4,K7GR70,F1RHK6,A0A286ZV23,F1SG07,A0A287A2J9,A0A287B4M4,A0A287BHC9 G1SXC8,G1T143,G1SZT9,G1SZE4,G1T1J5,G1SZR6,G1TIX5,G1SMY6
9224 I3LNX4,K7GR70,F1RHK6,A0A286ZV23,F1SG07,A0A287A2J9,A0A287B4M4,A0A287BHC9 G1SXC8,G1T143,G1SZT9,G1SZE4,G1U886,G1SZR6,G1TIX5,G1SMY6
9224 I3LNX4,K7GR70,F1RHK6,A0A286ZV23,A0A287BBM7,A0A287A2J9,A0A287B4M4,A0A287BHC9 G1SXC8,G1T143,G1SZT9,G1SZE4,G1SI70,G1SZR6,G1TIX5,G1SMY6
9224 I3LNX4,K7GR70,F1RHK6,A0A286ZV23,A0A287BBM7,A0A287A2J9,A0A287B4M4,A0A287BHC9 G1SXC8,G1T143,G1SZT9,G1SZE4,G1TXL5,G1SZR6,G1TIX5,G1SMY6
9224 I3LNX4,K7GR70,F1RHK6,A0A286ZV23,I3LVB8,A0A287A2J9,A0A287B4M4,A0A287BHC9 G1SXC8,G1T143,G1SZT9,G1SZE4,G1SI70,G1SZR6,G1TIX5,G1SMY6
9224 I3LNX4,K7GR70,F1RHK6,A0A286ZV23,I3LVB8,A0A287A2J9,A0A287B4M4,A0A287BHC9 G1SXC8,G1T143,G1SZT9,G1SZE4,G1T1J5,G1SZR6,G1TIX5,G1SMY6
9224 I3LNX4,K7GR70,F1RHK6,A0A286ZV23,I3LVB8,A0A287A2J9,A0A287B4M4,A0A287BHC9 G1SXC8,G1T143,G1SZT9,G1SZE4,G1U886,G1SZR6,G1TIX5,G1SMY6
9224 I3LNX4,K7GR70,F1RHK6,A0A286ZV23,F1RFG5,A0A287A2J9,A0A287B4M4,A0A287BHC9 G1SXC8,G1T143,G1SZT9,G1SZE4,G1SI70,G1SZR6,G1TIX5,G1SMY6
9224 I3LNX4,K7GR70,F1RHK6,A0A286ZV23,F1RFG5,A0A287A2J9,A0A287B4M4,A0A287BHC9 G1SXC8,G1T143,G1SZT9,G1SZE4,G1TXL5,G1SZR6,G1TIX5,G1SMY6
11674 F1RUP2,D3K5N7,F2Z558,A0A287BHC9,A0A287B4M4,I3LNX4,A0A287A2J9,K7GR70 G1SYE7,G1TAE2,G1SDY5,G1SMY6,G1TIX5,G1SXC8,G1SZR6,G1T143
4796 D3K5N7,F2Z566,I3LNX4,A0A286ZV23,F2Z558,P79307,A0A287BHC9,I3L897 G1TAE2,G1SUD3,G1SXC8,G1SZE4,G1SDY5,G1SZM2,G1SMY6,G1SXS3
4796 D3K5N7,F1STU0,I3LNX4,A0A286ZV23,F2Z558,P79307,A0A287BHC9,I3L897 G1TAE2,G1SUD3,G1SXC8,G1SZE4,G1SDY5,G1SZM2,G1SMY6,G1SXS3
7219 A0A286ZV23,F1RP49,A0A287A2J9,A0A287B4M4,D3K5N7,P23563,F1RHK6,F2Z558 G1SZM2,G1SUN2,G1SMY6,G1TIX5,G1TAE2,P04924,G1TVU3,G1SDY5
9087 I3LE14,A0A286ZQA1,A0A287A2J9,P79307,A0A286ZV23,F2Z558,A0A287BKR2,D3K5N7 G1SI26,G1SIC9,G1SZR6,G1SZM2,G1SZE4,G1SDY5,G1TRW0,G1TAE2
9087 I3LE14,A0A286ZQA1,A0A287A2J9,P79307,A0A286ZV23,F2Z558,A0A287BKR2,D3K5N7 G1SI26,G1SMY6,G1SZR6,G1SZM2,G1SZE4,G1SDY5,G1TRW0,G1TAE2
9087 I3LE14,A0A287BHC9,A0A287A2J9,P79307,A0A286ZV23,F2Z558,A0A287BKR2,D3K5N7 G1SI26,G1SIC9,G1SZR6,G1SZM2,G1SZE4,G1SDY5,G1TRW0,G1TAE2
9087 I3LE14,A0A287BHC9,A0A287A2J9,P79307,A0A286ZV23,F2Z558,A0A287BKR2,D3K5N7 G1SI26,G1SMY6,G1SZR6,G1SZM2,G1SZE4,G1SDY5,G1TRW0,G1TAE2
9087 A0A287AU22,K7GR70,F1RHK6,A0A286ZQA1,A0A287B4M4,F2Z558,A0A286ZV23,F1SCL0 G1SMV8,G1T143,G1SZT9,G1SIC9,G1TIX5,G1SMY6,G1SZE4,G1U105
9087 A0A287AU22,K7GR70,F1RHK6,A0A286ZQA1,A0A287B4M4,F2Z558,A0A286ZV23,F1SCL0 U3KPJ9,G1T143,G1SZT9,G1SIC9,G1TIX5,G1SMY6,G1SZE4,G1U0V9
4776 A0A286ZV23,F1SUV0,K7GR70,A0A287A2J9,D3K5N7,D7RA28,F2Z558,A0A287BHC9 G1SZE4,U3KMN9,G1T143,G1SZR6,G1TAE2,Q8MK68,G1SDY5,G1SMY6
4776 F1SUH8,A0A287A2J9,K7GR70,A0A286ZV23,A0A287BHC9,F1RHK6,F1RLQ2,A0A287B4M4 G1SSE2,G1SZR6,G1T143,G1SZE4,G1SMY6,G1SZT9,G1SYD6,G1TIX5
4776 I3LMS3,A0A287A2J9,A0A286ZV23,K7GR70,A0A287BHC9,A0A287B4M4,Q19S50,F1RHK6 G1U1Z6,G1SZR6,G1SZE4,G1T143,G1SMY6,G1TIX5,G1T0H3,G1SZT9
4776 A0A286ZI26,A0A287A2J9,K7GR70,A0A286ZV23,A0A287BHC9,F1RHK6,F1SRE0,A0A287B4M4 G1SUG3,G1SZR6,G1T143,G1SZE4,G1SMY6,G1SZT9,G1SS22,G1TIX5
4118 I3LCK2,A0A286ZV23,K7GR70,A0A287A2J9,A0A287B4M4,F1RHK6,A0A287BHC9,A0A287BRP0 G1TLK7,G1SZE4,G1T143,G1SZR6,G1TIX5,G1SZT9,G1SMY6,G1SJ36
4118 A0A286ZZ03,K7GR70,A0A286ZV23,A0A287A2J9,F1RHK6,A0A287B4M4,A0A287BHC9,F1SAL5 G1T1H3,G1T143,G1SZE4,G1SZR6,G1SZT9,G1TIX5,G1SMY6,G1T626
4118 A0A287BEW6,A0A286ZV23,K7GR70,A0A287A2J9,A0A287B4M4,F1RHK6,A0A287BHC9,A0A287BRP0 G1T6A2,G1SZE4,G1T143,G1SZR6,G1TIX5,G1SZT9,G1SMY6,G1SJ36
4118 A0A287BEW6,A0A286ZV23,K7GR70,A0A287A2J9,A0A287B4M4,F1RHK6,A0A287BHC9,A0A287BRP0 G1TCS7,G1SZE4,G1T143,G1SZR6,G1TIX5,G1SZT9,G1SMY6,G1SJ36
4118 A0A287BEW6,A0A286ZV23,K7GR70,A0A287A2J9,A0A287B4M4,F1RHK6,A0A287BHC9,A0A287BRP0 G1STW3,G1SZE4,G1T143,G1SZR6,G1TIX5,G1SZT9,G1SMY6,G1SJ36
4118 A0A287BEW6,A0A286ZV23,K7GR70,A0A287A2J9,A0A287B4M4,F1RHK6,A0A287BHC9,A0A287BRP0 G1TMG7,G1SZE4,G1T143,G1SZR6,G1TIX5,G1SZT9,G1SMY6,G1SJ36
4118 F1SB65,A0A286ZV23,K7GR70,A0A287A2J9,A0A287B4M4,F1RHK6,A0A287BHC9,A0A287BRP0 G1T6A2,G1SZE4,G1T143,G1SZR6,G1TIX5,G1SZT9,G1SMY6,G1SJ36
4118 F1SB65,A0A286ZV23,K7GR70,A0A287A2J9,A0A287B4M4,F1RHK6,A0A287BHC9,A0A287BRP0 G1TCS7,G1SZE4,G1T143,G1SZR6,G1TIX5,G1SZT9,G1SMY6,G1SJ36
4118 F1SB65,A0A286ZV23,K7GR70,A0A287A2J9,A0A287B4M4,F1RHK6,A0A287BHC9,A0A287BRP0 G1STW3,G1SZE4,G1T143,G1SZR6,G1TIX5,G1SZT9,G1SMY6,G1SJ36
4118 F1SB65,A0A286ZV23,K7GR70,A0A287A2J9,A0A287B4M4,F1RHK6,A0A287BHC9,A0A287BRP0 G1TMG7,G1SZE4,G1T143,G1SZR6,G1TIX5,G1SZT9,G1SMY6,G1SJ36
4118 F1SS65,A0A286ZV23,K7GR70,A0A287A2J9,A0A287B4M4,F1RHK6,A0A287BHC9,A0A287BRP0 G1T6A2,G1SZE4,G1T143,G1SZR6,G1TIX5,G1SZT9,G1SMY6,G1SJ36
4118 F1SS65,A0A286ZV23,K7GR70,A0A287A2J9,A0A287B4M4,F1RHK6,A0A287BHC9,A0A287BRP0 G1TCS7,G1SZE4,G1T143,G1SZR6,G1TIX5,G1SZT9,G1SMY6,G1SJ36
4118 F1SS65,A0A286ZV23,K7GR70,A0A287A2J9,A0A287B4M4,F1RHK6,A0A287BHC9,A0A287BRP0 G1TMG7,G1SZE4,G1T143,G1SZR6,G1TIX5,G1SZT9,G1SMY6,G1SJ36
4118 F1ST22,A0A286ZV23,K7GR70,A0A287A2J9,A0A287B4M4,F1RHK6,A0A287BHC9,A0A287BRP0 G1T6A2,G1SZE4,G1T143,G1SZR6,G1TIX5,G1SZT9,G1SMY6,G1SJ36
4118 F1ST22,A0A286ZV23,K7GR70,A0A287A2J9,A0A287B4M4,F1RHK6,A0A287BHC9,A0A287BRP0 G1TCS7,G1SZE4,G1T143,G1SZR6,G1TIX5,G1SZT9,G1SMY6,G1SJ36
