9689 Q9TUB2,A0A287AKH6,A0A287B4M4,A0A286ZQA1,A0A286ZV23,F2Z558,D3K5N7,A0A286ZS33 G1TVU3,G1SL48,G1TIX5,G1SIC9,G1SZE4,G1SDY5,G1TAE2,G1SKM1
10425 Q9TUB2,A0A287B4M4,A0A286ZV23,F1RHK6,F1SNW8,A0A286ZS33,D3K5N7,F2Z558 G1TIX5,G1TVU3,G1SZE4,G1SZT9,G1TTN9,G1SKM1,G1TAE2,G1SDY5
10425 Q9TUB2,A0A287B4M4,A0A286ZV23,F1RHK6,F1SNW8,A0A286ZS33,D3K5N7,F2Z558 G1TIX5,G1TVU3,G1SZE4,G1SZT9,G1TH06,G1SKM1,G1TAE2,G1SDY5
10425 Q9TUB2,A0A287B4M4,A0A286ZV23,F1RHK6,F1SUB2,A0A286ZS33,D3K5N7,F2Z558 G1TIX5,G1TVU3,G1SZE4,G1SZT9,G1TTN9,G1SKM1,G1TAE2,G1SDY5
10425 Q9TUB2,A0A287B4M4,A0A286ZV23,F1RHK6,F1SUB2,A0A286ZS33,D3K5N7,F2Z558 G1TIX5,G1TVU3,G1SZE4,G1SZT9,G1SZA8,G1SKM1,G1TAE2,G1SDY5
10425 Q9TUB2,A0A287B4M4,A0A286ZV23,F1RHK6,F1SUB2,A0A286ZS33,D3K5N7,F2Z558 G1TIX5,G1TVU3,G1SZE4,G1SZT9,G1TH06,G1SKM1,G1TAE2,G1SDY5
5081 I3LUE7,A0A286ZV23,Q9TUB2,A0A287B4M4,D3K5N7,F2Z558,A0A287A233,A0A286ZQA1 G1U3B9,G1SZE4,G1TVU3,G1TIX5,G1TAE2,G1SDY5,G1TPA9,G1SIC9
5081 A0A287A4Z0,A0A286ZV23,Q9TUB2,A0A287B4M4,D3K5N7,F2Z558,I3LH61,A0A286ZQA1 G1TET8,G1SZE4,G1TVU3,G1TIX5,G1TAE2,G1SDY5,G1SH29,G1SIC9
5081 A0A287BAL0,A0A286ZV23,Q9TUB2,A0A287B4M4,D3K5N7,F2Z558,I3L6Z7,A0A286ZQA1 G1TFX1,G1SZE4,G1TVU3,G1TIX5,G1TAE2,G1SDY5,G1TDH0,G1SIC9
5081 A0A286ZKN9,A0A286ZV23,Q9TUB2,A0A287B4M4,D3K5N7,F2Z558,A0A287A233,A0A286ZQA1 G1T440,G1SZE4,G1TVU3,G1TIX5,G1TAE2,G1SDY5,G1TPA9,G1SIC9
5408 F1RKD4,Q9TUB2,A0A286ZV23,A0A287B4M4,A0A286ZQA1,F2Z558,D3K5N7,I3LCK3 G1T7Q7,G1TVU3,G1SZE4,G1TIX5,G1SIC9,G1SDY5,G1TAE2,G1SK67
5408 F1RKD4,Q9TUB2,A0A286ZV23,A0A287B4M4,A0A286ZQA1,F2Z558,D3K5N7,I3LCK3 G1TWL3,G1TVU3,G1SZE4,G1TIX5,G1SIC9,G1SDY5,G1TAE2,G1SK67
5408 A5GFZ7,Q9TUB2,A0A286ZV23,A0A287B4M4,A0A286ZQA1,F2Z558,D3K5N7,I3LCK3 G1T162,G1TVU3,G1SZE4,G1TIX5,G1SIC9,G1SDY5,G1TAE2,G1SK67
9047 I3L740,A0A286ZV23,D3K5N7,A0A287B4M4,F2Z558,A0A286ZQA1,P23563,K7GR70 G1TZK6,G1SZE4,G1TAE2,G1TIX5,G1SDY5,G1SIC9,P04924,G1T143
9047 I3L740,A0A286ZV23,D3K5N7,A0A287B4M4,F2Z558,A0A286ZQA1,P23563,K7GR70 G1U2J8,G1SZE4,G1TAE2,G1TIX5,G1SDY5,G1SIC9,P04924,G1T143
9047 M3VK17,A0A286ZV23,D3K5N7,A0A287B4M4,F2Z558,A0A286ZQA1,P23563,K7GR70 G1TZK6,G1SZE4,G1TAE2,G1TIX5,G1SDY5,G1SIC9,P04924,G1T143
9047 M3VK17,A0A286ZV23,D3K5N7,A0A287B4M4,F2Z558,A0A286ZQA1,P23563,K7GR70 G1U2J8,G1SZE4,G1TAE2,G1TIX5,G1SDY5,G1SIC9,P04924,G1T143
10514 Q9TUB2,A0A287B4M4,A0A286ZV23,F1RHK6,A0A286ZQA1,A0A286ZS33,D3K5N7,P67937 G1TVU3,G1TIX5,G1SZE4,G1SZT9,G1SIC9,G1SKM1,G1TAE2,G1T2F2
10514 Q9TUB2,A0A287B4M4,A0A286ZV23,F1RHK6,A0A286ZQA1,A0A286ZS33,D3K5N7,P67937 G1TVU3,G1TIX5,G1SZE4,G1SZT9,G1SIC9,G1SKM1,G1TAE2,G1SF00
10514 Q9TUB2,A0A287B4M4,A0A286ZV23,F1RHK6,A0A286ZQA1,A0A286ZS33,D3K5N7,P67937 G1TVU3,G1TIX5,G1SZE4,G1SZT9,G1SIC9,G1SKM1,G1TAE2,G1STX3
10514 Q9TUB2,A0A287B4M4,A0A286ZV23,F1RHK6,A0A286ZQA1,A0A286ZS33,D3K5N7,F1S4Q6 G1TVU3,G1TIX5,G1SZE4,G1SZT9,G1SIC9,G1SKM1,G1TAE2,G1TEW4
10691 A0A287A2J9,K7GR70,A0A286ZV23,A0A286ZQA1,A0A287BHC9,D3K5N7,A0A287AV76,F2Z558 G1SZR6,G1T143,G1SZE4,G1SIC9,G1SMY6,G1TAE2,G1SMK8,G1SDY5
10691 A0A287A2J9,K7GR70,A0A286ZV23,A0A286ZQA1,A0A287BHC9,D3K5N7,Q95250,F2Z558 G1SZR6,G1T143,G1SZE4,G1SIC9,G1SMY6,G1TAE2,G1TT75,G1SDY5
10691 A0A287A2J9,K7GR70,A0A286ZV23,A0A286ZQA1,A0A287BHC9,D3K5N7,A0A287ANH9,F2Z558 G1SZR6,G1T143,G1SZE4,G1SIC9,G1SMY6,G1TAE2,G1TT75,G1SDY5
10100 I3L828,F1RHK6,A0A287B4M4,A0A286ZS33,F2Z558,A0A287BHC9,P79432,D3K5N7 U3KPJ5,G1SZT9,G1T143,G1SKM1,G1SDY5,G1SMY6,G1T3E1,G1TAE2
8217 Q9TUB2,F1ST01,A0A286ZV23,F1RHK6,A0A287B4M4,D3K5N7,F2Z558,I3LHB2 G1TVU3,G1TT06,G1SZE4,G1SZT9,G1TIX5,G1TAE2,G1SDY5,G1SFK3
9410 A0A287B4M4,A0A286ZV23,Q9TUB2,A0A286ZMP7,F1RHK6,A0A286ZS33,D3K5N7,A0A286ZQA1 G1TIX5,G1SZE4,G1TVU3,G1SCY4,G1SZT9,G1SKM1,G1TAE2,G1SIC9
9410 A0A287B4M4,A0A286ZV23,Q9TUB2,A0A286ZMP7,F1RHK6,A0A286ZS33,D3K5N7,A0A286ZQA1 G1TIX5,G1SZE4,G1TVU3,G1T4N4,G1SZT9,G1SKM1,G1TAE2,G1SIC9
9410 A0A287B4M4,A0A286ZV23,Q9TUB2,F1SP32,F1RHK6,A0A286ZS33,D3K5N7,A0A286ZQA1 G1TIX5,G1SZE4,G1TVU3,G1SDJ7,G1SZT9,G1SKM1,G1TAE2,G1SIC9
9410 A0A287B4M4,A0A286ZV23,Q9TUB2,F1SP32,F1RHK6,A0A286ZS33,D3K5N7,A0A286ZQA1 G1TIX5,G1SZE4,G1TVU3,G1T4N4,G1SZT9,G1SKM1,G1TAE2,G1SIC9
9410 A0A287B4M4,A0A286ZV23,Q9TUB2,A0A287AJQ1,F1RHK6,A0A286ZS33,D3K5N7,A0A286ZQA1 G1TIX5,G1SZE4,G1TVU3,G1SCY4,G1SZT9,G1SKM1,G1TAE2,G1SIC9
9410 A0A287B4M4,A0A286ZV23,Q9TUB2,A0A287AJQ1,F1RHK6,A0A286ZS33,D3K5N7,A0A286ZQA1 G1TIX5,G1SZE4,G1TVU3,G1SDJ7,G1SZT9,G1SKM1,G1TAE2,G1SIC9
9410 A0A287B4M4,A0A286ZV23,Q9TUB2,A0A287AJQ1,F1RHK6,A0A286ZS33,D3K5N7,A0A286ZQA1 G1TIX5,G1SZE4,G1TVU3,G1T4N4,G1SZT9,G1SKM1,G1TAE2,G1SIC9
9410 A0A287B4M4,A0A286ZV23,Q9TUB2,A0A287AJQ1,F1RHK6,A0A286ZS33,D3K5N7,A0A286ZQA1 G1TIX5,G1SZE4,G1TVU3,G1SWA1,G1SZT9,G1SKM1,G1TAE2,G1SIC9
8910 A0A286ZQZ8,F1RHK6,Q9TUB2,A0A286ZS33,A0A286ZQA1,A0A287BHC9,A0A287B4M4,Q2XVP4 G1TAA5,G1SZT9,G1TVU3,G1SKM1,G1SIC9,G1SMY6,G1TIX5,G1U466
10697 A0A287A2J9,K7GR70,A0A286ZV23,A0A286ZQA1,A0A287BHC9,D3K5N7,A0A286ZMY6,F2Z558 G1SZR6,G1T143,G1SZE4,G1SIC9,G1SMY6,G1TAE2,G1T866,G1SDY5
9683 Q9TUB2,A0A286ZV23,A0A287B4M4,A0A287A2J9,F1RHK6,D3K5N7,I3LDH3,F2Z558 G1TVU3,G1SZE4,G1TIX5,G1SZR6,G1SZT9,G1TAE2,G1SIH0,G1SDY5
9683 Q9TUB2,A0A286ZV23,A0A287B4M4,A0A287A2J9,F1RHK6,D3K5N7,I3LDH3,F2Z558 G1TVU3,G1SZE4,G1TIX5,G1SZR6,G1SZT9,G1TAE2,G1T0H3,G1SDY5
9683 Q9TUB2,A0A286ZV23,A0A287B4M4,A0A287A2J9,F1RHK6,D3K5N7,I3LDH3,F2Z558 G1TVU3,G1SZE4,G1TIX5,G1SZR6,G1SZT9,G1TAE2,G1TEI0,G1SDY5
9683 Q9TUB2,A0A286ZV23,A0A287B4M4,A0A287A2J9,F1RHK6,D3K5N7,C0SW08,F2Z558 G1TVU3,G1SZE4,G1TIX5,G1SZR6,G1SZT9,G1TAE2,G1SIH0,G1SDY5
9683 Q9TUB2,A0A286ZV23,A0A287B4M4,A0A287A2J9,F1RHK6,D3K5N7,C0SW08,F2Z558 G1TVU3,G1SZE4,G1TIX5,G1SZR6,G1SZT9,G1TAE2,G1T0H3,G1SDY5
9683 Q9TUB2,A0A286ZV23,A0A287B4M4,A0A287A2J9,F1RHK6,D3K5N7,C0SW08,F2Z558 G1TVU3,G1SZE4,G1TIX5,G1SZR6,G1SZT9,G1TAE2,G1TEI0,G1SDY5
9683 Q9TUB2,A0A286ZV23,A0A287B4M4,A0A287A2J9,F1RHK6,D3K5N7,F1RJ01,F2Z558 G1TVU3,G1SZE4,G1TIX5,G1SZR6,G1SZT9,G1TAE2,G1SY96,G1SDY5
9683 Q9TUB2,A0A286ZV23,A0A287B4M4,A0A287A2J9,F1RHK6,D3K5N7,F1RJ01,F2Z558 G1TVU3,G1SZE4,G1TIX5,G1SZR6,G1SZT9,G1TAE2,G1T617,G1SDY5
9533 K7GR70,A0A287A2J9,A0A286ZQA1,A0A286ZV23,A0A287BQU7,A0A287BHC9,D3K5N7,A0A287B4M4 G1T143,G1SZR6,G1SIC9,G1SZE4,G1TI40,G1SMY6,G1TAE2,G1TIX5
9177 A0A287A2J9,A0A286ZQA1,A0A286ZMP7,Q9TUB2,A0A287BHC9,A0A286ZS33,F1RHK6,D3K5N7 G1SZR6,G1SIC9,G1TI39,G1T143,G1SMY6,G1SKM1,G1SZT9,G1TAE2
9053 K7GSU4,A0A287B4M4,A0A286ZV23,F1RHK6,D3K5N7,A0A287BHC9,A0A0U2ETD0,K7GR70 G1SZ01,G1TIX5,G1SZE4,G1SZT9,G1TAE2,G1SMY6,B7NZQ0,G1T143
9053 F1SB29,A0A287B4M4,A0A286ZV23,F1RHK6,D3K5N7,A0A287BHC9,A0A288CG47,K7GR70 G1SGV2,G1TIX5,G1SZE4,G1SZT9,G1TAE2,G1SMY6,G1SN87,G1T143
9053 F1SB29,A0A287B4M4,A0A286ZV23,F1RHK6,D3K5N7,A0A287BHC9,A0A288CG47,K7GR70 G1TJ05,G1TIX5,G1SZE4,G1SZT9,G1TAE2,G1SMY6,B7NZD2,G1T143
10692 A0A287A2J9,K7GR70,A0A286ZV23,A0A286ZQA1,A0A287BHC9,D3K5N7,A0A287AFI9,F2Z558 G1SZR6,G1T143,G1SZE4,G1SIC9,G1SMY6,G1TAE2,G1SGY8,G1SDY5
10692 A0A287A2J9,K7GR70,A0A286ZV23,A0A286ZQA1,A0A287BHC9,D3K5N7,I3LC09,F2Z558 G1SZR6,G1T143,G1SZE4,G1SIC9,G1SMY6,G1TAE2,G1SGY8,G1SDY5
6764 A0A286ZV23,A0A287A2D4,K7GR70,A0A287B4M4,D3K5N7,F1SV20,F2Z558,A0A286ZQA1 G1SZE4,G1TZY2,G1T143,G1TIX5,G1TAE2,G1T7X7,G1SDY5,G1SIC9
4713 Q9TUB2,F1SBC5,A0A287B4M4,A0A286ZV23,A0A286ZQA1,F1RHK6,D3K5N7,Q29040 G1TVU3,G1T9D9,G1TIX5,G1SZE4,G1SIC9,G1SZT9,G1TAE2,G1SML6
4713 Q9TUB2,A0A287AF76,A0A287B4M4,A0A286ZV23,A0A286ZQA1,F1RHK6,D3K5N7,Q29040 G1TVU3,G1TR97,G1TIX5,G1SZE4,G1SIC9,G1SZT9,G1TAE2,G1SML6
9228 Q9TUB2,A0A287B4M4,F1S493,A0A286ZV23,A0A286ZQA1,F1S6G9,D3K5N7,F2Z558 G1TVU3,G1TIX5,G1SK88,G1SZE4,G1SIC9,G1U6D8,G1TAE2,G1SDY5
7921 A0A287B4D6,A0A286ZV23,A0A286ZS33,A0A287B4M4,F1RHK6,A0A287BHC9,D9U8D1,K7GR70 G1TFN4,G1SZE4,G1SKM1,G1TIX5,G1SZT9,G1SDY5,P63169,G1T143
7921 A0A287B4D6,A0A286ZV23,A0A286ZS33,A0A287B4M4,F1RHK6,A0A287BHC9,D9U8D1,K7GR70 G1TFN4,G1SZE4,G1SKM1,G1TIX5,G1SZT9,G1SMY6,P63169,G1T143
9396 Q9TUB2,F1RF31,A0A286ZQA1,A0A286ZV23,A0A287ACE1,F2Z558,A0A287BHC9,D3K5N7 G1TIX5,G1SDL0,G1SZT9,G1SZE4,G1TDK5,G1SDY5,G1SIC9,G1TAE2
9396 Q9TUB2,F1RF31,A0A286ZQA1,A0A286ZV23,A0A287ACE1,F2Z558,A0A287BHC9,D3K5N7 G1TIX5,G1SDL0,G1SZT9,G1SZE4,G1TDK5,G1SDY5,G1SMY6,G1TAE2
9396 Q9TUB2,F1RF31,A0A286ZQA1,A0A286ZV23,A0A287ACE1,F2Z558,A0A287BHC9,D3K5N7 G1T143,G1SDL0,G1SIC9,G1SZE4,G1TDK5,G1SDY5,G1SMY6,G1TAE2
9396 Q9TUB2,A0A287BS98,F1RHK6,A0A286ZV23,D2KQR0,F2Z558,A0A287BHC9,D3K5N7 G1TIX5,G1SDL0,G1SZT9,G1SZE4,G1TDK5,G1SDY5,G1SIC9,G1TAE2
9396 A0A287B4M4,A0A287BS98,F1RHK6,A0A286ZV23,D2KQR0,F2Z558,A0A287BHC9,D3K5N7 G1TIX5,G1SDL0,G1SZT9,G1SZE4,G1TDK5,G1SDY5,G1SIC9,G1TAE2
9396 Q9TUB2,A0A287BS98,A0A286ZQA1,A0A286ZV23,D2KQR0,F2Z558,A0A287BHC9,D3K5N7 G1TIX5,G1SDL0,G1SZT9,G1SZE4,G1TDK5,G1SDY5,G1SIC9,G1TAE2
9396 D3K5N7,A0A287AXV6,F2Z558,A0A286ZV23,F1SS96,A0A286ZQA1,A0A287BHC9,K7GR70 G1TAE2,G1T4M9,G1SDY5,G1SZE4,G1U0J6,G1SIC9,G1SMY6,G1T143
5356 Q9TUB2,A0A287B4M4,F1S0L9,F1RHK6,A0A286ZV23,A0A287AI88,D3K5N7,F2Z558 G1TIX5,G1TVU3,G1SYX4,G1SZT9,G1SZE4,G1SMJ8,G1TAE2,G1SDY5
4722 F1RPH3,Q9TUB2,A0A286ZV23,A0A287B4M4,A0A286ZQA1,D3K5N7,F1RHK6,I3LII4 G1T6U3,G1TVU3,G1SZE4,G1TIX5,G1SIC9,G1TAE2,G1SZT9,G1SV90
4722 F1RQB0,Q9TUB2,A0A286ZV23,A0A287B4M4,A0A286ZQA1,D3K5N7,F1RHK6,I3LII4 G1TBM7,G1TVU3,G1SZE4,G1TIX5,G1SIC9,G1TAE2,G1SZT9,G1SV90
4192 A0A286ZV23,A0A286ZS33,A0A286ZKV2,D3K5N7,A0A287BHL1,A0A287B4M4,K7GR70,F2Z558 G1SZE4,G1SKM1,G1TEG7,G1TAE2,G1SPX0,G1TVU3,G1T143,G1SDY5
4192 A0A286ZV23,A0A286ZS33,A0A286ZKV2,D3K5N7,A0A287BHL1,A0A287B4M4,K7GR70,F2Z558 G1SZE4,G1SKM1,G1SHZ3,G1TAE2,G1TRH0,G1TVU3,G1T143,G1SDY5
4192 A0A286ZV23,A0A286ZS33,A0A286ZKV2,D3K5N7,A0A287BHL1,A0A287B4M4,K7GR70,F2Z558 G1SZE4,G1SKM1,G1U255,G1TAE2,G1SPY3,G1TVU3,G1T143,G1SDY5
4192 A0A286ZV23,A0A286ZS33,F1SFU2,D3K5N7,A0A287BAE1,A0A287B4M4,K7GR70,F2Z558 G1SZE4,G1SKM1,G1TEG7,G1TAE2,G1SPX0,G1TVU3,G1T143,G1SDY5
4192 A0A286ZV23,A0A286ZS33,F1SFU2,D3K5N7,A0A287BAE1,A0A287B4M4,K7GR70,F2Z558 G1SZE4,G1SKM1,G1U255,G1TAE2,G1SPY3,G1TVU3,G1T143,G1SDY5
10467 Q9TUB2,F1RHK6,A0A287ANN0,A0A287A1S6,A0A286ZV23,F2Z558,A0A287BHC9,D3K5N7 G1TIX5,G1SZT9,G1SZB4,G1T4A5,G1SZE4,G1SDY5,G1SIC9,G1TAE2
10467 Q9TUB2,F1RHK6,A0A287ANN0,A0A287A1S6,A0A286ZV23,F2Z558,A0A287BHC9,D3K5N7 G1TIX5,G1SZT9,G1SZB4,G1T4A5,G1SZE4,G1SDY5,G1SMY6,G1TAE2
10467 Q9TUB2,F1RHK6,A0A287ANN0,A0A287A1S6,A0A286ZV23,F2Z558,A0A287BHC9,D3K5N7 G1TVU3,G1SIC9,G1SZB4,G1T4A5,G1SZE4,G1SDY5,G1SMY6,G1TAE2
10467 Q9TUB2,F1RHK6,A0A287ANN0,A0A287A1S6,A0A286ZV23,F2Z558,A0A287BHC9,D3K5N7 G1T143,G1SIC9,G1SZB4,G1T4A5,G1SZE4,G1SDY5,G1SMY6,G1TAE2
5378 Q9TUB2,A0A287B4M4,F1STB2,F1RHK6,A0A286ZV23,F1RFQ7,D3K5N7,F2Z558 G1TIX5,G1TVU3,G1SFS5,G1SZT9,G1SZE4,G1TAF8,G1TAE2,G1SDY5
5378 Q9TUB2,A0A287B4M4,F1STB2,F1RHK6,A0A286ZV23,F1RFQ7,D3K5N7,F2Z558 G1TIX5,G1TVU3,G1T764,G1SZT9,G1SZE4,G1TAF8,G1TAE2,G1SDY5
5378 A0A287B4M4,Q9TUB2,A0A287AHC7,F1RHK6,A0A286ZV23,F2Z5I5,D3K5N7,F2Z558 G1TIX5,G1TVU3,G1SIJ3,G1SZT9,G1SZE4,G1SFK3,G1TAE2,G1SDY5
5378 A0A287B4M4,Q9TUB2,M9MMN1,F1RHK6,A0A286ZV23,F2Z5I5,D3K5N7,F2Z558 G1TIX5,G1TVU3,G1T1L1,G1SZT9,G1SZE4,G1U419,G1TAE2,G1SDY5
5378 A0A287B4M4,Q9TUB2,I3LGU6,F1RHK6,A0A286ZV23,A0A287BDL6,D3K5N7,F2Z558 G1TIX5,G1TVU3,G1SFK9,G1SZT9,G1SZE4,G1T221,G1TAE2,G1SDY5
6814 A0A286ZV23,Q6KBX4,A0A287B4M4,K7GR70,D3K5N7,F1RFL8,A0A287BHC9,P79307 G1SZE4,G1SLW7,G1TIX5,G1T143,G1TAE2,G1SJT1,G1SMY6,G1SZM2
6814 A0A286ZV23,F1SPK0,A0A287B4M4,K7GR70,D3K5N7,A0A287BPQ8,A0A287BHC9,P79307 G1SZE4,G1T4N0,G1TIX5,G1T143,G1TAE2,G1SZ81,G1SMY6,G1SZM2
3237 F1STE3,Q9TUB2,A0A287B4M4,A0A286ZV23,F1RHK6,D3K5N7,A0A286ZQA1,A0A286ZIV3 G1SL26,G1TVU3,G1TIX5,G1SZE4,G1SZT9,G1TAE2,G1SIC9,G1SRE8
2301 A0A286ZKC0,F1SPP2,A0A286ZV23,D3K5N7,K7GR70,A0A287BHC9,P79307,A0A287AJF5 G1SJX7,G1SHD1,G1TVU3,G1SIC9,G1SZE4,G1SMY6,G1SZM2,G1SEA4
2301 A0A286ZKC0,F1SPP2,A0A286ZV23,D3K5N7,K7GR70,A0A287BHC9,P79307,A0A287AJF5 G1SJX7,G1SHD1,G1SZE4,G1TIX5,G1T143,G1SMY6,G1SZM2,G1SEA4
2301 A0A286ZKC0,F1SPP2,A0A286ZV23,D3K5N7,K7GR70,A0A287BHC9,P79307,A0A287AJF5 G1SJX7,G1SHD1,G1T143,G1SIC9,G1SZE4,G1SMY6,G1SZM2,G1SEA4
9558 Q9TUB2,A0A287A2J9,A0A286ZQA1,A0A286ZV23,I3LDS3,A0A287BHC9,D3K5N7,F2Z558 G1TVU3,G1SZR6,G1SIC9,G1SZE4,G1T1V0,G1SMY6,G1TAE2,G1SDY5
9558 Q9TUB2,A0A287A2J9,A0A286ZQA1,A0A286ZV23,I3LDS3,A0A287BHC9,D3K5N7,F2Z558 G1T143,G1SZR6,G1SIC9,G1SZE4,G1T1V0,G1SMY6,G1TAE2,G1SDY5
9558 Q9TUB2,A0A287A2J9,A0A286ZQA1,A0A286ZV23,F1RJU1,A0A287BHC9,D3K5N7,F2Z558 G1TVU3,G1SZR6,G1SIC9,G1SZE4,G1T6Q2,G1SMY6,G1TAE2,G1SDY5
9558 Q9TUB2,A0A287A2J9,A0A286ZQA1,A0A286ZV23,F1RJU1,A0A287BHC9,D3K5N7,F2Z558 G1T143,G1SZR6,G1SIC9,G1SZE4,G1T6Q2,G1SMY6,G1TAE2,G1SDY5
5124 A0A287AFY2,A0A286ZV23,A0A287B4M4,Q9TUB2,D3K5N7,F2Z558,F1RHK6,F2Z5I5 G1TZM2,G1SZE4,G1TIX5,G1TVU3,G1TAE2,G1SDY5,G1SZT9,G1U419
4123 F1SD26,A0A286ZV23,A0A286ZS33,D3K5N7,A0A287B4M4,F1RHK6,F2Z558,F1S6I1 G1SND5,G1SZE4,G1SKM1,G1TAE2,G1T143,G1SZT9,G1SDY5,G1SJ71
4123 F1SD26,A0A286ZV23,A0A286ZS33,D3K5N7,A0A287B4M4,F1RHK6,F2Z558,F1S6I1 G1SFP4,G1SZE4,G1SKM1,G1TAE2,G1T143,G1SZT9,G1SDY5,G1SJ71
4485 Q9TUB2,F1RSS9,A0A287B4M4,A0A286ZV23,A0A286ZQA1,I3L6Z7,F2Z558,D3K5N7 G1TVU3,G1T852,G1TIX5,G1SZE4,G1SIC9,G1TDH0,G1SDY5,G1TAE2
4485 Q9TUB2,F1S0L5,A0A287B4M4,A0A286ZV23,A0A286ZQA1,F1SGX3,F2Z558,D3K5N7 G1TVU3,G1SI13,G1TIX5,G1SZE4,G1SIC9,G1TCC3,G1SDY5,G1TAE2
4485 Q9TUB2,F1RJ11,A0A287B4M4,A0A286ZV23,A0A286ZQA1,I3LP69,F2Z558,D3K5N7 G1TVU3,G1U0E9,G1TIX5,G1SZE4,G1SIC9,G1STM8,G1SDY5,G1TAE2
4485 Q9TUB2,F1RWA0,A0A287B4M4,A0A286ZV23,A0A286ZQA1,A0A286ZPK2,F2Z558,D3K5N7 G1TVU3,G1T895,G1TIX5,G1SZE4,G1SIC9,G1TFL8,G1SDY5,G1TAE2
10049 F1S6Z4,K7GR70,A0A286ZV23,A0A286ZQA1,F2Z558,A0A287BHC9,F1SAQ3,D3K5N7 G1TK20,G1T143,G1SZE4,G1SIC9,G1SDY5,G1SMY6,G1STP0,G1TAE2
10049 F1S6Z4,K7GR70,A0A286ZV23,A0A286ZQA1,F2Z558,A0A287BHC9,F1SAQ3,D3K5N7 G1TK20,G1T143,G1SZE4,G1SZT9,G1SDY5,G1SMY6,G1STP0,G1TAE2
5332 A0A287AH55,Q9TUB2,A0A286ZV23,A0A287B4M4,A0A286ZQA1,F2Z558,A0A287AE86,D3K5N7 G1U0F4,G1TVU3,G1SZE4,G1TIX5,G1SIC9,G1SDY5,G1T109,G1TAE2
11545 K7GNR7,Q9TUB2,F1RHK6,A0A287BHC9,F2Z558,A0A287A2J9,A0A286ZS33,D3K5N7 G1T4L2,G1T143,G1SZT9,G1SMY6,G1SDY5,G1SZR6,G1SKM1,G1TAE2
3175 A0A286ZV23,Q9TUB2,K7GR70,Q6KBX4,F1RFL8,D3K5N7,P79307,F2Z558 G1SZE4,G1TIX5,G1TVU3,G1SLW7,G1SJT1,G1TAE2,G1SZM2,G1SDY5
3175 A0A286ZV23,Q9TUB2,K7GR70,F1SPK0,A0A287BPQ8,D3K5N7,P79307,F2Z558 G1SZE4,G1TIX5,G1TVU3,G1T4N0,G1SZ81,G1TAE2,G1SZM2,G1SDY5
8929 A0A286ZZJ6,D3K5N7,A0A286ZV23,F2Z558,A0A287B4M4,A0A286ZQA1,A0A287ARW8,Q9TUB2 G1SL61,G1TAE2,G1SZE4,G1SDY5,G1TIX5,G1SIC9,G1SV33,G1TVU3
6758 A0A286ZV23,F1SV57,A0A287B4M4,K7GR70,D3K5N7,A0A287B9N1,F2Z558,P79307 G1SZE4,G1SUW9,G1TIX5,G1T143,G1TAE2,G1TNG2,G1SDY5,G1SZM2
6758 A0A286ZV23,Q6KBX4,A0A287B4M4,K7GR70,D3K5N7,F1RFL8,F2Z558,P79307 G1SZE4,G1SLW7,G1TIX5,G1T143,G1TAE2,G1SJT1,G1SDY5,G1SZM2
6758 A0A286ZV23,F1SPK0,A0A287B4M4,K7GR70,D3K5N7,A0A287BPQ8,F2Z558,P79307 G1SZE4,G1T4N0,G1TIX5,G1T143,G1TAE2,G1SZ81,G1SDY5,G1SZM2
4358 A0A286ZV23,A0A286ZX26,A0A286ZS33,D3K5N7,A0A287B4M4,A0A287B836,F2Z558,F1RHK6 G1SZE4,G1TUA3,G1SKM1,G1TAE2,G1T143,G1TMZ6,G1SDY5,G1SZT9
3784 A0A286ZKC0,F1SPP2,Q9TUB2,K7GR70,A0A287BHC9,F2Z558,P79307,A0A287AJF5 G1SJX7,G1SHD1,G1SIC9,G1TVU3,G1SMY6,G1SDY5,G1SZM2,G1SEA4
3784 A0A286ZKC0,F1SPP2,Q9TUB2,K7GR70,A0A287BHC9,F2Z558,P79307,A0A287AJF5 G1SJX7,G1SHD1,G1TIX5,G1TVU3,G1SMY6,G1SDY5,G1SZM2,G1SEA4
3784 A0A286ZKC0,F1SPP2,D3K5N7,F2Z558,A0A287BHC9,K7GR70,P79307,A0A287AJF5 G1SJX7,G1SHD1,G1SIC9,G1TVU3,G1SMY6,G1SDY5,G1SZM2,G1SEA4
3784 A0A286ZKC0,F1SPP2,D3K5N7,F2Z558,A0A287BHC9,K7GR70,P79307,A0A287AJF5 G1SJX7,G1SHD1,G1TIX5,G1TVU3,G1SMY6,G1SDY5,G1SZM2,G1SEA4
4374 A0A286ZV23,F1RPZ0,A0A287B4M4,Q9TUB2,D3K5N7,A0A287AVH0,A0A286ZQA1,F2Z558 G1SZE4,G1TDL3,G1TIX5,G1TVU3,G1TAE2,G1SNW9,G1SIC9,G1SDY5
6711 I3LEH3,P79307,A0A287B4M4,D3K5N7,A0A287BHC9,A0A286ZV23,F1RHK6,F1RUS8 G1SHN4,G1SZM2,G1TIX5,G1TAE2,G1SIC9,G1SZE4,G1SZT9,G1TEU8
6711 I3LEH3,P79307,Q9TUB2,D3K5N7,A0A287BHC9,A0A286ZV23,F1RHK6,F1RUS8 G1SHN4,G1SZM2,G1TIX5,G1TAE2,G1SIC9,G1SZE4,G1SZT9,G1TEU8
